Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"Which is why the terrorists, as well as being murderers, are theologically mistaken in thinking Charlie Hebdo is the enemy .",assumption,,,,,,,,,,,,,,,
"For if God is fundamentally unrepresentable , then any representation of God is necessarily less than God and thus deserves to be fully and fearlessly attacked .",assumption,,,,,,,,,,,,,,,
"And what better way of doing this than through satire , like scribbling a little moustache on a grand statue of God .",assumption,,,,,,,,,,,,,,,
It's only some Christians that might demur from this logic .,assumption,,,,,,,,,,,,,,,
For the Christian story (ie Christmas) tells of God coming into the world as a human being .,anecdote,,,,,,,,,,,,,,,
And in doing this the divine takes on a representational form .,assumption,,,,,,,,,,,,,,,
"Jesus , says St Paul , is the image of the invisible God .",testimony,,,,,,,,,,,,,,,
Without this the whole western tradition of Catholic religious art and eastern tradition of icons is utterly inconceivable .,assumption,,,,,,,,,,,,,,,
So I can see how some Christians might find disrespectful images of God a la Charlie Hebdo insulting .,assumption,,,,,,,,,,,,,,,
"After all ,  they believe it's possible for images genuinely to capture something of God .",assumption,,,,,,,,,,,,,,,
But if images can't capture God - and that's the Jewish/Islamic position - then bring on the cartoonists .,assumption,,,,,,,,,,,,,,,
They should be encouraged to do their worst and disrupt our confidence that what we think of as God bears any resemblance to anything legitimately God-like .,assumption,,,,,,,,,,,,,,,
They are like Moses bringing down the golden calf .,assumption,,,,,,,,,,,,,,,
It is the ancient job of the iconoclast .,assumption,,,,,,,,,,,,,,,
"But ,  of course, these terrorists weren't really interested in theology .",assumption,,,,,,,,,,,,,,,
"They thought that Charlie Hebdo's cartoonists were insulting their human tribe, a tribe they called fellow Muslims .",assumption,,,,,,,,,,,,,,,
And maybe they were .,assumption,,,,,,,,,,,,,,,
"But whatever else was happening , it was the atheist cartoonists who were performing the religious function and the apparently believing Muslims who had forgotten their deepest religious insights .",assumption,,,,,,,,,,,,,,,
For any representation of the divine that leads people to murder each other deserves the maximum possible disrespect .,assumption,,,,,,,,,,,,,,,
@giles_fraser .,no-unit,,,,,,,,,,,,,,,
@giles_fraser .,assumption,,,,,,,,,,,,,,,
"No matter how much anyone prayed that the Ched Evans ""debate"" had completed its race to the bottom this week , it was never going to have done so until we'd heard in full from Gordon Taylor .",assumption,,,,,,,,,,,,,,,
"That pleasure was always in the post , and yesterday the PFA chief delivered, with what we might painfully cast as football's version of Godwin's law: a comparison with Hillsborough .",assumption,,,,,,,,,,,,,,,
"""He wouldn't be the first person to be found guilty , maintained his innocence, and been proved right,"" Taylor opined to the BBC .",testimony,,,,,,,,,,,,,,,
"""We know what happened with Hillsborough.""  Oh, man  ... Gordon Taylor .",no-unit,,,,,,,,,,,,,,,
"Or rather, GORDON TAYLOR OBE, as his name appeared in my inbox when he emailed me once .",no-unit,,,,,,,,,,,,,,,
"Sensationally dim, wantonly self-interested, wildly over-remunerated and frequently morally compromised, Gordon functions as an auto-satire on all the worst things people think about football .",assumption,,,,,,,,,,,,,,,
"Reputed to be the highest paid union official in the world, and one who has been in his job for just the 33 years , Taylor has now said he didn't mean ""to upset anybody"" , though I need hardly add that he has no plans to consider his position after his latest display of incompetence .",assumption,,,,,,,,,,,,,,,
"In which case, I hope he'll forgive my considering it for him - an act that has become as essential an annual event for me as putting up the Christmas tree or rewatching the early work of Steven Seagal .",other,,,,,,,,,,,,,,,
"Unless Taylor's presence is dramatically revealed as the second-highest-profile instance of affirmative action for idiots in public life - the first being Iain Duncan Smith's position in government - then it hardly needs pointing out again that Gordon is no longer fit for purpose , if indeed he ever was .",assumption,,,,,,,,,,,,,,,
But more on his record shortly .,other,,,,,,,,,,,,,,,
"That Taylor should have rifled through his Rolodex of metaphors and alighted on the absolute archetype of victim-blaming in order to continue obliquely victim-blaming in the Ched Evans case ... well, perhaps there's a mirthless laugh to be had there .",assumption,,,,,,,,,,,,,,,
But it would take a stronger stomach than mine to manage it .,assumption,,,,,,,,,,,,,,,
"The sadness - or rather, one of many acute and diverse sadnesses - is that this was a week in which football was crying out for an intelligent and sensitive advocate , finding itself once more cast in a role it should never be required to occupy in a truly civilised society .",assumption,,,,,,,,,,,,,,,
"All manner of people appeared convinced that the game should mitigate the deficiencies of the criminal justice system , just as a worrying number were keen to say Evans was absolutely welcome to work again  - flipping burgers or sweeping the streets .",assumption,,,,,,,,,,,,,,,
"These are the jobs that are fit for rapists , we must infer , which must feel hugely complimentary to those non-rapists who are putting in shifts doing the same for minimal pay right now .",assumption,,,,,,,,,,,,,,,
"Meanwhile , as the Mail's Martin Samuel pointed out , footballers - footballers! - ""are placed in the same bracket as doctors, teachers or legal professionals"" .",testimony,,,,,,,,,,,,,,,
"If that seems to you like a view of society worth shoring up , the week will have felt distinctly encouraging .",assumption,,,,,,,,,,,,,,,
"As for football fans - the great ""them"" of many debates - they have spent the week being cast as too thick and impressionable to be able to make their own judgments about a convicted rapist .",assumption,,,,,,,,,,,,,,,
"Evans could have been nothing but a role model, presumably to the vast tumult who turn out at Boundary Park each week (4,415 on average last season) .",no-unit,,,,,,,,,,,,,,,
It's as depressing as it is disturbing .,assumption,,,,,,,,,,,,,,,
"Such toxicity and lunacy have attached themselves to football and its place in our society that those who love the sport as well as those who play it really need the calm, cool intellect and charm of a Shami Chakrabarti to lobby in their real interests and those of the game .",assumption,,,,,,,,,,,,,,,
"Instead ,  they have Gordon Taylor , whose focus was memorably dismissed by Peter Schmeichel during one stage of the Paul Gascoigne saga .",assumption,,,,,,,,,,,,,,,
"""Instead of getting great deals on cars and other luxury goods for members,"" the former Manchester United and Denmark goalkeeper fumed , ""PFA should commit more time and funds to help the like of Gazza.""  Taylor was stung - into self-defence, of course .",assumption,,,,,,,,,,,,,,,
"""Peter doesn't know what we've done for Paul,"" he announced to the Press Association , ""a lot of which has to be confidential.""  It certainly does .",assumption,,,,,,,,,,,,,,,
Except Gordon just couldn't bring himself to keep it that way .,assumption,,,,,,,,,,,,,,,
"The next few days were spent with this union leader giving detailed interviews on Gascoigne's mental state and past treatment , in which he divulged telephone calls with the player, made off-the-cuff pseudo-clinical diagnoses, and - unbelievably - used the union's own website to warn : ""If we're not careful , it is going to be akin to George Best."" Then again ,  Taylor had form with sharing details of members' treatment , having done the same with Joey Barton only a few months previously .",anecdote,,,,,,,,,,,,,,,
"Anyway, on we go .",other,,,,,,,,,,,,,,,
"In 2013 came the revelation that Taylor had amassed a ? 100,000 debt to a bookmaker - almost an inevitability to those who recalled him pontificating about a ""zero tolerance"" approach to betting among players just a couple of years before .",anecdote,,,,,,,,,,,,,,,
"And no round-up of Gordon's greatest hits would be complete without a look at that endlessly intriguing confidentiality deal he signed with News International , which awarded him a ? 700,000 settlement for phone-hacking in return for his silence .",anecdote,,,,,,,,,,,,,,,
"As the News of the World's lawyers later had it in a letter to the Commons culture, media and sport committee , Taylor's lawyers had informed them that he ""wanted to be vindicated or made rich"" .",testimony,,,,,,,,,,,,,,,
"Given that he reportedly earns ? 984,000 a year (maybe more these days) , you might judge him to be rich already - but of course ,  we know which option won out, a deal that precluded Taylor from breathing a word about phone-hacking to any of his union's members , who he might reasonably have concluded could have been victims themselves .",assumption,,,,,,,,,,,,,,,
As they were eventually proved (by others) to have been .,assumption,,,,,,,,,,,,,,,
So there you have him: the pastoral carer who reveals details of his members' mental health in the noble cause of self-defence .,assumption,,,,,,,,,,,,,,,
The gambler who wishes to outlaw gamblers .,assumption,,,,,,,,,,,,,,,
"The ur-phone-hacking plaintiff who agreed to take the ? 700,000 and say absolutely nothing about the matter, despite being responsible for players who of course turned out to have been targeted too .",assumption,,,,,,,,,,,,,,,
"And now he is the victim-blamer's victim-blamer, in a week where , you might have hazarded , even Katie Hopkins couldn't have contrived to make a grim situation worse .",assumption,,,,,,,,,,,,,,,
"Still ,  experience would indicate that Taylor ignores his detractors at the very opposite of his peril .",assumption,,,,,,,,,,,,,,,
"So all that remains is for me to take the early opportunity to apologise for next year's inevitable appearance of this column, and bid Mr Taylor a cordial au revoir .",assumption,,,,,,,,,,,,,,,
"So all that remains is for me to take the early opportunity to apologise for next year's inevitable appearance of this column, and bid Mr Taylor a cordial au revoir .",assumption,,,,,,,,,,,,,,,
"Where do the children play? Where can they run around unsupervised? On most of the housing estates I visit , the answer is hardly anywhere .",anecdote,,,,,,,,,,,,,,,
A community not built around children is no community at all .,assumption,,,,,,,,,,,,,,,
A place that functions socially is one in which they are drawn to play outdoors .,assumption,,,,,,,,,,,,,,,
"As Jay Griffiths argues in her heartrending book Kith , children fill the ""unoccupied territories"", the spaces not controlled by tidy-minded adults, ""the commons of mud, moss, roots and grass"" .",testimony,,,,,,,,,,,,,,,
But such places are being purged from the land and their lives .,assumption,,,,,,,,,,,,,,,
"""Today's children are enclosed in school and home, enclosed in cars to shuttle between them, enclosed by fear, by surveillance and poverty and enclosed in rigid schedules of time."" Since the 1970s the area in which children roam without adults has decreased by almost 90% .",testimony,,,,,,,,,,,,,,,
"""Childhood is losing its commons.""  Given all that we know about the physical and psychological impacts of this confinement , you would expect the authorities to ensure that the remaining 10% of their diminished range is designed to draw children out of their homes .",testimony,,,,,,,,,,,,,,,
Yet almost everywhere they are designed out .,assumption,,,,,,,,,,,,,,,
"Housing estates are built on the playing fields and rough patches children used to inhabit, and offer almost nothing in return .",assumption,,,,,,,,,,,,,,,
"In the government's masterplan for England, the national planning policy framework, children are mentioned only twice: in a catalogue of housing types .",anecdote,,,,,,,,,,,,,,,
"In parliament's review of these plans, they aren't mentioned at all .",anecdote,,,,,,,,,,,,,,,
"Young people , around whom our lives should revolve , have been airbrushed from the planning system .",assumption,,,,,,,,,,,,,,,
I spent Monday wandering around the new and newish housing developments on the east side of Northampton .,anecdote,,,,,,,,,,,,,,,
"I chose this area because the estates here are spacious and mostly built for families : in other words ,  there is no possible excuse for excluding young people .",assumption,,,,,,,,,,,,,,,
"In the places built 10 or 20 years ago, there is plenty of shared space , but almost all of it is allocated to cars .",assumption,,,,,,,,,,,,,,,
"(You can see the photos on my website .) Grass is confined to the roundabouts or to coffin-like gardens , in which you can't turn a cartwheel without hitting the fence .",testimony,,,,,,,,,,,,,,,
I came across one exception - a street with wide grass verges .,anecdote,,,,,,,,,,,,,,,
"But they sloped towards the road: dangerous and useless, a perfect waste of space .",anecdote,,,,,,,,,,,,,,,
"This land of missed opportunities, designed by people without a spark of joy in their hearts, reifies the idea that there is no such thing as society .",assumption,,,,,,,,,,,,,,,
"Had you set out to ensure that children were neither seen nor heard , you could not have done a better job .",assumption,,,,,,,,,,,,,,,
"On the last day of the holidays , which was warm and dry, across four estates I saw only one child .",anecdote,,,,,,,,,,,,,,,
"By comparison, the Cherry Orchard estate just completed by Bellway Homes is a children's paradise .",assumption,,,,,,,,,,,,,,,
But only by comparison .,assumption,,,,,,,,,,,,,,,
"Next to the primary school, with plenty of three- and four-bedroom houses, it is designed to appeal to young families .",assumption,,,,,,,,,,,,,,,
"But in the middle of the development , where a village green might have been , there' s a strange grassy sump, surrounded by a low fence .",anecdote,,,,,,,,,,,,,,,
"It's an empty balancing pond , to catch water during exceptional floods .",anecdote,,,,,,,,,,,,,,,
"Remove the fence, plant it with trees, throw in some rocks and logs , and you'd have a rough and mossy playground .",assumption,,,,,,,,,,,,,,,
But no such thing was in the plans .,assumption,,,,,,,,,,,,,,,
Other shared spaces on the estate have the charming ambience of a prison yard : paved and surrounded by garden fences almost nine feet high .,assumption,,,,,,,,,,,,,,,
"There were a few children outdoors but they seemed pressed to the edges , sitting in doorways or leaning on fences .",anecdote,,,,,,,,,,,,,,,
"Children don't buy houses , so who cares?  Throughout the country, they become prisoners of bad design, and so do adults .",common-ground,,,,,,,,,,,,,,,
"Without safe and engaging places in which they can come together , no tribe forms .",assumption,,,,,,,,,,,,,,,
"So parents must play the games that children would otherwise play among themselves , and everyone is bored to tears .",assumption,,,,,,,,,,,,,,,
The exclusion of children arises from the same pathology that denies us decent housing .,assumption,,,,,,,,,,,,,,,
"In the name of market freedom, the volume housebuilders, sitting on their land banks, are free to preside over speculative chaos , while we are free to buy dog kennels priced like palaces in placeless estates so badly designed that community is dead on arrival .",assumption,,,,,,,,,,,,,,,
"Many want to design and build their own homes , but almost no plots are available , as the big builders have seized them .",assumption,,,,,,,,,,,,,,,
"In Scotland the government is considering compulsory sale orders , which would pull down prices - essential when the speculative price of land has risen from 2% of the cost of a home in the 1930s to 70% today .",assumption,,,,,,,,,,,,,,,
"A national housing land corporation would assemble the sites and supply the infrastructure, then sell plots to community groups, housing associations and people who want to build their own .",assumption,,,,,,,,,,,,,,,
"It goes far beyond England's feeble community right-to-build measures , which lack the muscular facilitation that only public authorities can provide .",assumption,,,,,,,,,,,,,,,
But it's still not far enough .,assumption,,,,,,,,,,,,,,,
"What if people were entitled to buy an option for a plot on a new estate , which they would then help to plan? Not just the houses, but the entire estate would be built for and by those who would live there .",assumption,,,,,,,,,,,,,,,
"The council or land corporation would specify the number and type of homes , then the future residents - including people on the social housing waiting list - would design the layout .",assumption,,,,,,,,,,,,,,,
Their children would help to create the public spaces .,assumption,,,,,,,,,,,,,,,
"Communities would start to form even before people moved in , and the estates would doubtless look nothing like those built today .",assumption,,,,,,,,,,,,,,,
"To the Westminster government, this probably sounds like communism .",assumption,,,,,,,,,,,,,,,
"But as countries elsewhere in Europe have found , we don't need volume house builders, except to construct high-rises .",assumption,,,,,,,,,,,,,,,
"They do not assist the provision of decent, affordable homes .",assumption,,,,,,,,,,,,,,,
They impede it .,assumption,,,,,,,,,,,,,,,
What is good for them is bad for us .,assumption,,,,,,,,,,,,,,,
"Bellway, its brochure reveals, asked children at the neighbouring primary school to paint a picture of a cherry orchard , and displayed the winning entries in its show home .",anecdote,,,,,,,,,,,,,,,
"""Why not pop over to say hello, view our wonderful development and sneak a peek?"" , it asks .",testimony,,,,,,,,,,,,,,,
That's the role the children were given : helping the company to sell the houses it had already built .,assumption,,,,,,,,,,,,,,,
Why can't we shape the places that shape our lives?,assumption,,,,,,,,,,,,,,,
"In the heart of a Mexican traditional covered market , where chilli peppers sell in every conceivable size and colour amid a fabulous variety of fruits and vegetables , I was stunned to come across avenues of tables and chairs that all looked exactly the same .",anecdote,,,,,,,,,,,,,,,
"These were dozens of small restaurants but , like the painted roses in Alice in Wonderland, they were uniformly decorated and equipped .",anecdote,,,,,,,,,,,,,,,
Everything was bright red .,anecdote,,,,,,,,,,,,,,,
The colour of Coca-Cola .,no-unit,,,,,,,,,,,,,,,
"Coke's sponsorship paid for the menus offering meal deals including everybody's favourite fizzy pop, the fridges sporting logos and the T-shirts and red Coca-Cola aprons of every waiter behind every counter .",anecdote,,,,,,,,,,,,,,,
But to say the soft drinks brand had a marketing monopoly would be to understate what was going on here .,assumption,,,,,,,,,,,,,,,
Few people object to this Coca-Colanisation .,assumption,,,,,,,,,,,,,,,
The soft drink has cult status in Mexico .,assumption,,,,,,,,,,,,,,,
There is even a church that was said to use it instead of wine for communion .,assumption,,,,,,,,,,,,,,,
Mexico has one of the highest levels of child obesity in the world .,statistics,,,,,,,,,,,,,,,
"Sugary drinks , foremost of which in popularity is Coke , have a lot to do with that, according to the Mexican obesity experts I interviewed .",assumption,,,,,,,,,,,,,,,
"So when the London Eye, the most famous big wheel in the UK, announced it would turn red courtesy of Coca-Cola , I found it hard to repress a shudder .",assumption,,,,,,,,,,,,,,,
It's the normalisation of Coca-Cola that worries me - its insinuation into our lives .,assumption,,,,,,,,,,,,,,,
In London it's hard to get away from the Eye .,assumption,,,,,,,,,,,,,,,
You glimpse it unexpectedly all the time .,assumption,,,,,,,,,,,,,,,
The corporation doesn't need slogans or the jingly tunes it once employed to get into our heads .,assumption,,,,,,,,,,,,,,,
We know what the red on the wheel represents .,assumption,,,,,,,,,,,,,,,
"And it is red, of course - the full sugar colour .",assumption,,,,,,,,,,,,,,,
"Not the green of the lower sugar brand, nor the black of Coke Zero .",assumption,,,,,,,,,,,,,,,
We may be more sceptical of it than those in remote parts of Mexico where people were grateful for the delivery van because they had no safe drinking water .,assumption,,,,,,,,,,,,,,,
"But it is part of our culture too , as the company points out on its website .",assumption,,,,,,,,,,,,,,,
"It arrived in London in 1900 when Charles Candler, son of the founder, brought over a jug of syrup from the US .",anecdote,,,,,,,,,,,,,,,
"In 1969, Coca-Cola teamed up with Biba for a TV ad featuring Carnaby Street and a recording of Things Go Better with Coke by The Who .",anecdote,,,,,,,,,,,,,,,
"And in 2012, there was the sponsorship of the Olympics by both Coca-Cola and McDonald's .",anecdote,,,,,,,,,,,,,,,
"Marketing and advertising have become much subtler, particularly in the hands of vast corporations with huge profits and products that are under attack from health lobbies .",assumption,,,,,,,,,,,,,,,
"Jingles have given way to associations, to dreams and nostalgia .",assumption,,,,,,,,,,,,,,,
And the format has changed .,assumption,,,,,,,,,,,,,,,
Online advertising outdid TV ads in 2009 .,anecdote,,,,,,,,,,,,,,,
Social media is a gift .,assumption,,,,,,,,,,,,,,,
"Young people can be invited to join in with cool groups of online friends who have the good taste to like certain drinks, snacks or - on the case of children - sweets .",assumption,,,,,,,,,,,,,,,
"The Yale Rudd Center for food policy and obesity in the US reported that 6 billion fast-food ads appeared on Facebook in 2012 , which amounted to 19% of all fast-food advertising .",statistics,,,,,,,,,,,,,,,
"The World Health Organisation in a report on Europe warned of ""advergames"" - game playing and fantasy video sites launched online by snack and sweet companies .",anecdote,,,,,,,,,,,,,,,
So no - we don't worship Coca-Cola in Britain or see its presence on our dinner table as a status symbol .,assumption,,,,,,,,,,,,,,,
But do we really want our children to see and one day nostalgically remember the magnificent spectacle of the Eye on the London skyline bathed for years to come in Coca-Cola red? At least we can turn off the TV .,assumption,,,,,,,,,,,,,,,
"o Sarah Boseley is the author of The Shape We're in : how junk food and diets and shortening our lives , published by Guardian Faber .",no-unit,,,,,,,,,,,,,,,
"o Sarah Boseley is the author of The Shape We're in : how junk food and diets and shortening our lives , published by Guardian Faber .",no-unit,,,,,,,,,,,,,,,
I couldn't help letting out a low whistle of admiration when I read news that the cost of goods stolen in the average shoplifting incident is now ? 241 .,anecdote,,,,,,,,,,,,,,,
"Bloody hell, I thought , as I tried to imagine how exactly you would stash that many eye-shadow compacts up your sleeve .",anecdote,,,,,,,,,,,,,,,
"You see for a few months back when I was 16 , shoplifting was the hottest craze at my suburban girls school .",anecdote,,,,,,,,,,,,,,,
"It spread like a virus through Year 11, to the point that students would pop into town at lunch and return with a huge cache of stolen goods .",anecdote,,,,,,,,,,,,,,,
"They'd upturn the contents of their bags on to a desk with a shout of : ""Who wants what?"" Now ,  the thieves providing the British Retail Consortium with a headache this week with their high-cost hauls are more likely to be professional ""steal to order"" shoplifters, not a gang of feckless teenage girls .",assumption,,,,,,,,,,,,,,,
"Nevertheless ,  it instantly brought back that rush of adrenaline that always follows a bout of five-finger discount ""shopping"" .",anecdote,,,,,,,,,,,,,,,
It all began with a couple of girls nicking a few small items of makeup and jewellery - and then we realised how easy it was .,anecdote,,,,,,,,,,,,,,,
It was almost impossible to get caught .,anecdote,,,,,,,,,,,,,,,
"Why choose one eyeshadow , when you could have it in every colour? Why bother trying to find the right shade of foundation , when you could just take one of each? In any case, there would always be someone at school who would want it - or at least be impressed by it .",anecdote,,,,,,,,,,,,,,,
As the weeks went by things escalated .,assumption,,,,,,,,,,,,,,,
We went after bigger prizes .,anecdote,,,,,,,,,,,,,,,
"I vividly remember the thrill of the day I walked out of Topshop with two bikinis on under my clothes, alongside my best friend , brazenly wearing a stolen denim jacket over hers .",anecdote,,,,,,,,,,,,,,,
We graduated from our local town centre to field trips to the nearest shopping mall .,anecdote,,,,,,,,,,,,,,,
On the train back we would compare our hauls and swap stories .,anecdote,,,,,,,,,,,,,,,
How the security guard didn't notice the Buffy the Vampire Slayer boxset stuffed up my mate's jumper .,anecdote,,,,,,,,,,,,,,,
"How the Venus razor blade hadn't set off the alarm in Boots, but in the book shop , leading to suspicious looks but escape .",anecdote,,,,,,,,,,,,,,,
"At school , when our teachers warned us that they wouldn't lend out French dictionaries to those who forgot to bring their own to the oral exam , we sent a couple of girls into town to empty WH Smith of its stock .",anecdote,,,,,,,,,,,,,,,
On their return they defiantly plonked a stack on the desk for anyone who needed one .,anecdote,,,,,,,,,,,,,,,
"I remember discussing what we should tell our parents when they asked questions about where our new clothes came from, but don't remember anyone raising the moral alarm .",anecdote,,,,,,,,,,,,,,,
"Far from being unable to sleep at night , I would go to bed dreaming of new things to ""jack"" and innovative ways to do it .",anecdote,,,,,,,,,,,,,,,
"Yes, I had worries about being caught but, as far as I can remember , there was no guilt whatsoever .",anecdote,,,,,,,,,,,,,,,
It seemed like the perfect victimless crime .,anecdote,,,,,,,,,,,,,,,
"After all ,  we were stealing from chain stores that had plenty more .",anecdote,,,,,,,,,,,,,,,
"Looking back , it seems ludicrous that it ever felt so normal .",assumption,,,,,,,,,,,,,,,
What happened to us? We weren't stealing through need - most of us got pocket money from our parents and had more than enough clothes to wear .,anecdote,,,,,,,,,,,,,,,
"Maybe it was that particularly hot summer, or the pressure of our looming GCSEs .",assumption,,,,,,,,,,,,,,,
Or maybe we were greedy little consumerists with an overdeveloped sense of entitlement and no moral compass .,assumption,,,,,,,,,,,,,,,
"Who knows? I would like to say we came to our senses and decided to stop , but that's not true .",assumption,,,,,,,,,,,,,,,
The worst happened and two good friends were caught and arrested .,anecdote,,,,,,,,,,,,,,,
They were let off with a caution  - because their loot had included a GCSE maths revision guide .,anecdote,,,,,,,,,,,,,,,
"We're all upstanding members of the community now, with proper jobs and the inclination to pay for goods .",assumption,,,,,,,,,,,,,,,
I've learned there' s no such thing as a victimless crime .,assumption,,,,,,,,,,,,,,,
"Stores close , prices go up , maybe wages get kept down because of losses due to shoplifting .",anecdote,,,,,,,,,,,,,,,
But habits built up during that summer of madness die hard .,assumption,,,,,,,,,,,,,,,
"I still occasionally find myself in a shop thinking: ""How silly . If they're not going to put a security tag on those expensive silk shirts , they really shouldn't put them right near the door.""",anecdote,,,,,,,,,,,,,,,
"In Ferguson, Missouri, 50 of the 53 police officers are white in a city that is two-thirds African American .",statistics,,,,,,,,,,,,,,,
"In Connecticut's state capital , Hartford, 66% of the police department is white but only 16% of the residents are .",statistics,,,,,,,,,,,,,,,
"And these are just two examples: despite progress over the past 50 years , many police departments remain predominantly white in cities and towns where the majority of the population is nonwhite .",statistics,,,,,,,,,,,,,,,
There are some important exceptions to the disparity pattern .,assumption,,,,,,,,,,,,,,,
"Several big city police departments are majority-black or majority-Hispanic (Atlanta, Birmingham, Detroit, Washington, Miami, Santa Fe and El Paso, for instance) , while others (such as Chicago) are so diverse that no single group comprises the majority .",statistics,,,,,,,,,,,,,,,
"Yet for many other cities, the gap between the complexion of the police department and the local population is huge .",assumption,,,,,,,,,,,,,,,
"Why does this matter? Do police officers of different racial and ethnic backgrounds act differently while on the job? Do they have different kinds of relationships with minority communities? Aren't all officers trained to do their jobs similarly and to treat all civilians the same regardless of race?  Research shows that, in general in the US, there is not a strong correlation, let alone a causal relationship, between an officer's race and how officers treat members of the public when they respond to calls from civilians or stop and question them on the streets Statistics are, of course, not predictive of individual behavior , and studies of specific departments or communities vary .",assumption,,,,,,,,,,,,,,,
"A 2004 study in Indianapolis (Indiana) and St  Petersburg (Florida) by Ivan Sun and Brian Payne, for example, found that black officers were more likely than white officers working in black neighborhoods to provide information, referrals to other agencies, and to treat residents respectfully , although the black officers were also more likely to use physical force against citizens in conflict situations .",statistics,,,,,,,,,,,,,,,
"But ,  again, most studies find similarities overall in police behavior irrespective of officers' racial background .",anecdote,,,,,,,,,,,,,,,
"Shared training in the academy, as well as on-the-job socialization by fellow officers, results in more similarities than differences among officers when it comes to their policing activities , including similarities in how officers of all races treat white versus non-white citizens .",assumption,,,,,,,,,,,,,,,
"So we should not view racial diversification on the force as a panacea for improving police treatment of minorities : instead if minority officers adopt majority attitudes about those they serve and protect , it might hardly help at all .",assumption,,,,,,,,,,,,,,,
"A 2008 study in Baltimore, Maryland by Peter Moskos documented precisely this shared mentality among both white and black officers .",statistics,,,,,,,,,,,,,,,
But it can pay major dividends in other ways .,assumption,,,,,,,,,,,,,,,
"In one poll of 1,791 Americans that I and a colleague conducted for our book, Race and Policing in America , more than 70% of blacks, Hispanics and whites in the United States believed that a city's police department should have a similar racial composition to the city .",statistics,,,,,,,,,,,,,,,
"The same study found that very few blacks and Hispanics (only 5%) want most officers who work in their neighborhoods to be exclusively of the same race as the residents , and instead most people prefer to see racially - mixed teams of officers patrolling their streets .",statistics,,,,,,,,,,,,,,,
". Importantly, such diversity can help to build trust and confidence in the police : the more a police department reflects the composition of the local population , the higher the department's reputation among residents , which can provide a foundation to build further trust , coupled with other needed reforms .",assumption,,,,,,,,,,,,,,,
"It also helps, in majority-black or majority-Hispanic cities , if the chief of police comes from that community as well because, as the public face of the department , he or she can allay suspicions when controversial incidents occur in a way that white police chiefs may not be able to do .",assumption,,,,,,,,,,,,,,,
A diverse police force can also help to decrease the sense that individuals are being stopped and questioned solely because of their race .,assumption,,,,,,,,,,,,,,,
"This clearly applies when the officers and citizens are of the same race , but even encounters between white officers and minority citizens may be perceived as less racialized when the department has a critical mass of minority officers .",assumption,,,,,,,,,,,,,,,
"A representative police force can, in other words, have symbolic benefits that enhance the overall status of a police department and also reduce the perception that actions, such as stops or searches, are based on racial profiling .",assumption,,,,,,,,,,,,,,,
"Most police chiefs realize the advantages of a department that represents the local community , but there are big challenges in recruiting more minority officers .",assumption,,,,,,,,,,,,,,,
"Many Hispanics and African Americans are reluctant to consider a career in law enforcement - not surprising, given the history of policing in America coupled with more recent events .",assumption,,,,,,,,,,,,,,,
Highly-publicized incidents like the killing of Michael Brown in Ferguson and Eric Garner in New York only make it more difficult for police departments to recruit minority officers .,assumption,,,,,,,,,,,,,,,
"Recruiters can have some success , however , if they broaden their outreach efforts to include churches and community centers - and if there are pre- existing positive relationships between the police and residents in those minority neighborhoods where community policing has already taken root , which can be built on .",assumption,,,,,,,,,,,,,,,
"Although troubled interactions between minorities and police garner most of the headlines , there are neighborhoods in American cities where working-class and middle-class black and Hispanic residents - including youths - have better relationships with the authorities than on average , as I found in a study of Washington DC neighborhoods .",statistics,,,,,,,,,,,,,,,
It is in these communities that the police can enhance their recruitment efforts and achieve at least some success .,assumption,,,,,,,,,,,,,,,
Racial diversification is one crucial ingredient in a larger program of reform that is required to improve police departments throughout the country .,assumption,,,,,,,,,,,,,,,
"A representative police force is not a panacea - but it is a positive reform, and an achievable one .",assumption,,,,,,,,,,,,,,,
"A representative police force is not a panacea - but it is a positive reform, and an achievable one .",assumption,,,,,,,,,,,,,,,
"Looking at what's seriously wrong with the world today , it definitely isn't Ed Sheeran .",assumption,,,,,,,,,,,,,,,
"However , looking at what's wrong with British music today , it almost definitely is Ed Sheeran .",assumption,,,,,,,,,,,,,,,
"When the Brit nominations were recently announced , much of the focus was rightly on how ""white"" they were , similar to the Oscars .",no-unit,,,,,,,,,,,,,,,
"However ,  for me, this was not the only reason why the Brit nominations were unsettling .",assumption,,,,,,,,,,,,,,,
"I was also disturbed by the fact that Ed received multiple nominations, including best album and solo artist .",anecdote,,,,,,,,,,,,,,,
"I know it's only the Brits, but come on people  - how far do we intend to go with this?  I'm no musical snob .",assumption,,,,,,,,,,,,,,,
I dislike pomposity about mainstream musical tastes .,assumption,,,,,,,,,,,,,,,
"I even think The X Factor is a hoot, and have written on how it's more colour blind than other parts of the entertainment industry (a point reinforced by the recent nominations) .",anecdote,,,,,,,,,,,,,,,
"My stance has always been: calm down , there' s room for everybody, right?  However ,  it's as though Ed Sheeran has gone from being an artist to a syndrome , an effect, even a pox, and he/it is everywhere .",assumption,,,,,,,,,,,,,,,
"There Ed is , performing on television shows, peddling his simpering vanilla-sound .",anecdote,,,,,,,,,,,,,,,
