Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"Does the end really justify the means?  After reading the report , one would have to wonder how it could .",assumption,,,,,,,,,,,,,,,
"Torture is wrong, plain and simple .",assumption,,,,,,,,,,,,,,,
"The US needs to reject it outright now , while the report, in all its shocking and macabre detail, is fresh in the public's mind .",assumption,,,,,,,,,,,,,,,
"Otherwise ,  they'll find themselves going back down that path again the next time fear and panic take hold .",assumption,,,,,,,,,,,,,,,
"Otherwise ,  they'll find themselves going back down that path again the next time fear and panic take hold .",assumption,,,,,,,,,,,,,,,
The fall of Mosul and the quick territorial expansion of ISIL in Iraq took some by surprise .,assumption,,,,,,,,,,,,,,,
What contributed to ISIL's quick success was cooperation from local Sunni tribes and members of the traditionally secular and nationalist Baath party .,assumption,,,,,,,,,,,,,,,
This seemingly counterintuitive alliance has its rationale and deep roots in history .,assumption,,,,,,,,,,,,,,,
"The successful cooperation between radical Islamist factions, Sunni tribes and representatives of the former ruling party - currently commanders of paramilitary groups - can be traced back to the policies of Saddam Hussein in the early 1980s , which aimed to foster closer ties between those espousing the ideas of political Islam and the Baath party .",assumption,,,,,,,,,,,,,,,
The historical preconditions for the advent of Islamist ideas in Iraq and their eager adoption by Sunni resistance forces are clearly discernible in the strategy proposed at the time by the then Iraqi president .,assumption,,,,,,,,,,,,,,,
"In 1986, at a meeting with representatives of the pan-Arab national command - the supreme ideological body of the Baath Party - Saddam Hussein offered a ceasefire, or even an alliance, between the party and the Muslim Brotherhood movement in Egypt and Sudan .",anecdote,,,,,,,,,,,,,,,
"In practice, for the first time in its history the militant and secular Baath party declared its readiness to cooperate with representatives of the so-called political Islam .",anecdote,,,,,,,,,,,,,,,
"In the same year, the Iraqi president also defined the difference between the ""democratic, national, pan-Arab state"" and the ""religious state"" proclaimed by the Muslim Brotherhood .",anecdote,,,,,,,,,,,,,,,
"Following in the footsteps of the founding father of Arab nationalism and of the pan-Arab Baath party Michel Aflaq, Saddam clearly declared that he was not an atheist , but warned against any attempt to establish a religious party with an either Sunni or Shia bias .",anecdote,,,,,,,,,,,,,,,
"Saddam's warning at the time was probably addressed at the Islamic Dawa party , which had a dominant role among the Shia community and was regarded as the main competitor of the Baath party .",assumption,,,,,,,,,,,,,,,
The president also rejected the traditional Islamic system of justice and denounced Islamic law as an obsolete legal tradition .,anecdote,,,,,,,,,,,,,,,
It was only after 1990s that Saddam decided to focus on relations with Islamic movements and publications dedicated to the topic began to appear in the media .,assumption,,,,,,,,,,,,,,,
"The conditions could not have been more favourable because the war with Iran had ended and the propaganda machine was busy painting a picture of Saddam as the indisputable victor , despite the enormous war-related losses .",assumption,,,,,,,,,,,,,,,
"In 1991, Iraq launched a new campaign , which Saddam described as ""the mother of all battles"" against the United States and its allies .",anecdote,,,,,,,,,,,,,,,
"The president was yet again depicted as a hero in the confrontation between Muslims and western forces ; the inscription ""God is Great"" was added to the Iraqi flag , and the president promised that he would free Jerusalem .",assumption,,,,,,,,,,,,,,,
An attempt was made to play down the failure of the campaign in Kuwait and the sanctions imposed by stepping up an openly pro-Islamic propaganda .,assumption,,,,,,,,,,,,,,,
"In 1993, under the weight of a crippling international embargo, the Iraqi president declared the beginning of the so-called religious campaign .",anecdote,,,,,,,,,,,,,,,
"The goal was to gain control over religious sentiment among the Iraqi population , which was barely coping with the consequences of the two wars and the stringent sanctions .",assumption,,,,,,,,,,,,,,,
"Last but not least, an attempt was made to reinvent and soften the image of the Baghdad regime as one that is pro-Islamic and, therefore, in conflict with the ""forces of Islam's enemies"" .",assumption,,,,,,,,,,,,,,,
The regime undertook demonstrative moves such as closing night clubs and some restaurants and enforcing restrictions on alcohol sales .,anecdote,,,,,,,,,,,,,,,
A large scale Quran studying campaign was undertaken .,anecdote,,,,,,,,,,,,,,,
"Senior Sunni and Shia clerics took advantage of the situation and attempted to further the interests of their respective communities , declaring open support for the line taken by the Iraqi leader .",assumption,,,,,,,,,,,,,,,
"In 1998, top-ranking party officials, including Vice President Izzat Ibrahim al- Douri, were openly demonstrating religious piety and devotion .",anecdote,,,,,,,,,,,,,,,
The period after 1993 ushered in a renewed mosque building effort .,assumption,,,,,,,,,,,,,,,
"In 1989, a new religious university was founded and named after Saddam .",anecdote,,,,,,,,,,,,,,,
The influence of radical Sunni teachings increasingly gained prominence in certain intellectual circles within Baghdad University .,assumption,,,,,,,,,,,,,,,
"While one group openly espoused extreme conservative views , which today can be described as Salafi beliefs , the other blended in with the Sunni theosophical tradition and was influenced by the teachings of the Naqshbandiyya Order .",assumption,,,,,,,,,,,,,,,
"According to witness testimonies, both groups received financial and moral support from the same source - Izzat Ibrahim al-Douri .",testimony,,,,,,,,,,,,,,,
A member of the academic community has even alleged that the vice president's support came with the blessing of Saddam .,testimony,,,,,,,,,,,,,,,
"The spread of the new ideology that lay at the very heart of the religious campaign began to make inroads into the judicial system , with the incorporation of extreme and previously unknown punishments into the body of law .",assumption,,,,,,,,,,,,,,,
"By way of example, according to Decree No 59/1994 theft became punishable by amputation .",anecdote,,,,,,,,,,,,,,,
The events that are currently unfolding in Iraq warrant the conclusion that the advent of ISIL and its support from or collaboration with Iraqi Sunni structures would have been impossible without the historical preconditions outlined above having already been firmly set in place .,assumption,,,,,,,,,,,,,,,
The former Iraqi Prime Minister Nouri al-Maliki failed to strike a reasonable balance between the interests of all ethnic and religious groups in the country by systematically marginalising the Sunni community .,assumption,,,,,,,,,,,,,,,
Another important reason is widespread corruption and the lack of a concept and strategy for the development of the country on the basis of the established constitutional order that is shared by all groups in society .,assumption,,,,,,,,,,,,,,,
"From 2003 to date, no Iraqi government has initiated and proposed an adequate policy for Sunni inclusion .",assumption,,,,,,,,,,,,,,,
"The programme for the de-Baathificaton of senior-ranking party officials (whose number some commentators put at more than 40,000) has resulted in many losing their livelihood .",assumption,,,,,,,,,,,,,,,
"Due to its affiliation with the party, approximately one-third of the Iraqi population was effectively marginalised .",assumption,,,,,,,,,,,,,,,
"Scores of people - many of them young people, including officers in Saddam's army and former civil servants - have been stripped of the Baathist ideology that they previously espoused and that had dominated their social life .",assumption,,,,,,,,,,,,,,,
This void has been filled by Islam .,assumption,,,,,,,,,,,,,,,
"Since 2004, many Iraqi Sunnis have joined the ranks of the Iraqi resistance movement , which brings together a number of prominent groups under its banner, such as the Naqshbandiyya Army, Al-Awda, Al-Qiyada al-Amma li Jaysh Al-Iraq (General Command of the Iraqi Army), Munazzamat al-Tahrir al-Iraqiya (Iraqi Liberation Organisation), Kataib Salah ad-Din (Salah al-Din Brigades), etc .",assumption,,,,,,,,,,,,,,,
"Despite the radical narrative so typical for purely Islamic organisations, those mentioned continue to rely on the propaganda postulates formerly employed by Saddam as cornerstones of their public rhetoric .",assumption,,,,,,,,,,,,,,,
"The crisis in Iraq has much clearer outlines today than it did a year ago , largely due to the refusal of the government to consider Sunni demands .",assumption,,,,,,,,,,,,,,,
It has logically escalated with the advent of ISIL from Syria and the forging of a strategic alliance with the main Sunni military groups .,assumption,,,,,,,,,,,,,,,
"At heart, these alliances represent the interests of the former members of the Baath party and of the principal Sunni tribal unions .",assumption,,,,,,,,,,,,,,,
Their attitude towards the Shia is strongly negative and clearly discernible in a number of claims with a conspiratorial bias .,assumption,,,,,,,,,,,,,,,
"Propaganda describes the Shia in a discriminatory manner , dating back to the medieval period of confrontation between the two communities .",assumption,,,,,,,,,,,,,,,
These include terms such as shu'ubiyya and safawiya *. The same derogatory terms are also typical for ISIL propaganda .,anecdote,,,,,,,,,,,,,,,
"Without equating ISIL and Iraqi opposition , they are apparently , albeit temporarily , aligned in the pursuit of a common goal  - bringing about the demise of the government in Baghdad , which is regarded as a direct proponent of the interests of Iran and its ambition to dominate the Sunnis in the Middle East .",assumption,,,,,,,,,,,,,,,
"This alliance, coupled with the markedly fragmented Iraqi political elite, has placed the country at a crossroads .",assumption,,,,,,,,,,,,,,,
"The extremist Islamism, compounded by the opportunism of the former political and military elite, has failed to be countered by an ideology based on a new national compromise .",assumption,,,,,,,,,,,,,,,
"Or , as a senior-ranking international representative has declared , it is imperative that Iraqi citizens consider whether they can still live within the borders of a single state .",testimony,,,,,,,,,,,,,,,
"Or , as a senior-ranking international representative has declared , it is imperative that Iraqi citizens consider whether they can still live within the borders of a single state .",assumption,,,,,,,,,,,,,,,
"The exchange of prisoners and the reopening of relations between Cuba and the United States has been striking news, a move that some see as miraculous .",assumption,,,,,,,,,,,,,,,
"News that was so desired , that it seemed impossible .",assumption,,,,,,,,,,,,,,,
A foreign friend was amazed by the quietness in Havana during the first hours .,anecdote,,,,,,,,,,,,,,,
"Because of the way it happened and what it means for the island , there is a feeling of parenthesis that softens opinions .",assumption,,,,,,,,,,,,,,,
"After half-a-century of progressive shortages, fatigue, and the inevitable time it will take for changes to materialise , it took regular Cubans awhile to assimilate the surprising news .",assumption,,,,,,,,,,,,,,,
"Cuba is not a country of what you might call ""authored opinions"" with a variety of interpretations .",assumption,,,,,,,,,,,,,,,
The outcome of this event may be a continuation of opposing political opinions between those who resist the regime and those who write an obituary to it every day .,assumption,,,,,,,,,,,,,,,
"Cuba and the US' disagreement didn't start with the Fidel Castro revolution, but with a struggle during colonial times .",assumption,,,,,,,,,,,,,,,
Cuba was the ungrateful daughter of the Spanish metropolis and the contemptuous bride of the emerging new world metropolis .,assumption,,,,,,,,,,,,,,,
"The clumsy reaction of the US , which included military occupations and transnational power games such as the obstinate blockade of the island , has now suddenly lost some of its arguments .",assumption,,,,,,,,,,,,,,,
"Just two days ago it was punishing banks and international companies for having relations with the island , which the US had designated as a state sponsor of terror .",anecdote,,,,,,,,,,,,,,,
Wednesday's announcement foreshadows actions towards the normalisation of relations .,assumption,,,,,,,,,,,,,,,
"This ranges from economy to diplomacy, and will require a good temper at every step .",assumption,,,,,,,,,,,,,,,
"Obama's speech acknowledges the failure of the blockade, held by successive US governments for over 50 years .",assumption,,,,,,,,,,,,,,,
"On his side, the Cuban president made a call for equanimity and presented the news as patriotic and nationalistic encouragement .",assumption,,,,,,,,,,,,,,,
It turns out that we are in front of a new stage .,assumption,,,,,,,,,,,,,,,
"Cuba was , possibly , the least Americanised of the nations in the hemisphere , and it has lived a long chapter under a completely opposing ideology .",assumption,,,,,,,,,,,,,,,
Several generations of Cubans have never known the capitalistic past mythicised by its adversaries .,assumption,,,,,,,,,,,,,,,
"Many have only lived under the blockade, with sacrifices, resignations and daily efforts .",assumption,,,,,,,,,,,,,,,
"It would be adventurous to attribute my impressions to the whole community , since , although I would like to be optimistic about the hopeful impact of the news , I write with the caution and life experience of a scalded cat .",assumption,,,,,,,,,,,,,,,
"It would be adventurous to attribute my impressions to the whole community , since , although I would like to be optimistic about the hopeful impact of the news , I write with the caution and life experience of a scalded cat .",assumption,,,,,,,,,,,,,,,
"It has been a few years since the sudden death of the Sun of the Nation, Marshal Kim Jong-il which made his third son, Kim Jong-un, then in his late 20s, the supreme leader of North Korea .",anecdote,,,,,,,,,,,,,,,
Three years is the length of the traditional mourning period that Koreans are supposed to observe after the death of their father or sovereign .,common-ground,,,,,,,,,,,,,,,
"Thus ,  now is the time to make some observations about Kim's North Korea .",assumption,,,,,,,,,,,,,,,
"What has remained the same, and what has changed since December 2011?  The dawn of Kim's rule was marked by intense purges of his father's top dignitaries .",assumption,,,,,,,,,,,,,,,
"In December 2011, during his father's funeral, Kim walked next to his father's hearse in the company of three top generals and four top civilian officials .",anecdote,,,,,,,,,,,,,,,
"Three years on, none of these people have their jobs : At least one of them was executed , while all but one have disappeared without a trace .",assumption,,,,,,,,,,,,,,,
"Kim's decision to arrest and execute Chang Song-taek, his aunt's husband , long the ""grey eminence"" of Pyongyang politics, was a dramatic signal to the elite .",assumption,,,,,,,,,,,,,,,
The sorry fate of Chang was meant to show that nobody is immune from the wrath of the supreme leader .,assumption,,,,,,,,,,,,,,,
"These purges were obviously necessary to start changing the country , since Kim's policies will be very different from those of his father and grandfather .",assumption,,,,,,,,,,,,,,,
"So far, the most important changes can be seen in the field of economic management .",assumption,,,,,,,,,,,,,,,
"From late 2012, the North Korean government began to implement reforms which are remarkably similar to what China did in the early days of Deng Xiaoping, around 1980 .",assumption,,,,,,,,,,,,,,,
"Farmers , who were hitherto government employees with a fixed salary , are now given a certain percentage of the harvest, and have predictably started to feel motivated .",assumption,,,,,,,,,,,,,,,
"As a result, the food situation has improved markedly .",assumption,,,,,,,,,,,,,,,
"In industry, a slow-motion switch from a Leninist, centrally planned economy to markets has been initiated as well .",assumption,,,,,,,,,,,,,,,
"The unofficial private economy, far more advanced in North Korea than most imagine, is now quietly encouraged .",assumption,,,,,,,,,,,,,,,
"There is no sign of relaxation in the political sphere, however .",assumption,,,,,,,,,,,,,,,
"Kim has launched a massive crackdown on illegal border movements , effectively closing North Korea's border with China  - which had remained porous for decades .",assumption,,,,,,,,,,,,,,,
"He has also done much to root out the penchant that many North Koreans have recently developed for smuggled foreign TV shows, especially South Korean soap operas and films .",assumption,,,,,,,,,,,,,,,
"Such concerns are not merely motivated by paranoia, regardless of what the international media says .",assumption,,,,,,,,,,,,,,,
"The supreme leader knows that his position is precarious , and that tightening the screws of social control and surveillance may help him prolong his rule .",assumption,,,,,,,,,,,,,,,
North Korea under Kim remains as stubborn in its nuclear ambitions as it was under his father .,assumption,,,,,,,,,,,,,,,
"Having seen the US invasions of Iraq and Afghanistan, as well as the popular rebellion against Libya's Gaddafi that was indirectly assisted by western might , North Korean decision-makers have every reason to want to continue to advance their nuclear weapons potential .",assumption,,,,,,,,,,,,,,,
"At the same time ,  there has also been a truly unprecedented crisis in Sino- North Korean relations .",assumption,,,,,,,,,,,,,,,
"In the last years of Kim Jong-il, China was North Korea's major sponsor and trade partner .",anecdote,,,,,,,,,,,,,,,
Now things are different .,assumption,,,,,,,,,,,,,,,
"The Chinese and North Korean media (strictly controlled by the government in both countries) have exchanged thinly veiled verbal attacks , while the Chinese government has frozen all Beijing-sponsored infrastructure projects in North Korea - including, for example, a new bridge over the Yalu River .",assumption,,,,,,,,,,,,,,,
"The North Korean government under Kim has shown hitherto unprecedented interest in foreign investment, as long as this investment comes from sources other than China .",assumption,,,,,,,,,,,,,,,
"At present, the young marshal has pinned his hopes on Russia - currently itself on a collision course with the West .",assumption,,,,,,,,,,,,,,,
North Korean leaders obviously believe that Russia under Vladimir Putin will behave like the Soviet Union once did and shower North Korea with aid grants as a reward for Pyongyang's militant anti-Americanism .,assumption,,,,,,,,,,,,,,,
"Such hopes are misplaced , but it will take some time before Pyongyang's decision-makers realise the sad truth .",assumption,,,,,,,,,,,,,,,
"There is little doubt that Kim wants to be popular and loved by his people, and perhaps sincerely cares about the wellbeing of the North Korean populace , though he might have rather eccentric ideas on what constitutes such wellbeing .",assumption,,,,,,,,,,,,,,,
"Under his watch, the North Korean government has spent a significant part of its meagre resources on building all kinds of entertainment facilities, including an elite ski resort, a number of water parks and even a dolphinarium .",anecdote,,,,,,,,,,,,,,,
Kim's North Korea is increasingly a place quite different from the North Korea of his father .,assumption,,,,,,,,,,,,,,,
"It is moving towards a more efficient economy, but also towards more internal repression .",assumption,,,,,,,,,,,,,,,
It is more prone to erratic changes in domestic policy and more eccentric in many regards .,assumption,,,,,,,,,,,,,,,
"But ,  of course , for the foreseeable future it is going to remain a nuclear and authoritarian regime, run by the Kim family and a small hereditary elite : This is not negotiable, irrespectively of what the outside world thinks and does .",assumption,,,,,,,,,,,,,,,
"But ,  of course , for the foreseeable future it is going to remain a nuclear and authoritarian regime, run by the Kim family and a small hereditary elite : This is not negotiable, irrespectively of what the outside world thinks and does .",assumption,,,,,,,,,,,,,,,
France lost five of its most prominent political cartoonists yesterday .,anecdote,,,,,,,,,,,,,,,
"For decades, they had mocked the powerful, the sacred, the dictators, and all those who believed themselves above criticism .",assumption,,,,,,,,,,,,,,,
These cartoonists felt there was no better way to fight fundamentalism than through derision and laughter .,assumption,,,,,,,,,,,,,,,
"The late Charb, Charlie Hebdo's editor-in-chief, was killed , evoking the words of Spanish republican icon Dolores Ibarruri , who was known to boast : ""I'd rather die standing than live kneeling.""  It is this very impertinence, this freedom to rebel against ideologies, structures and hierarchies through art and literature , that has been targeted .",assumption,,,,,,,,,,,,,,,
"France is known for its triad ""liberty, equality, brotherhood"" engraved at the helm of every school, on all official buildings .",assumption,,,,,,,,,,,,,,,
"This motto attributed to French theologian and writer Francois Fenelon at the end of the 17th century was popularised during the French Revolution , when popular unrest toppled religious and authoritative powers .",assumption,,,,,,,,,,,,,,,
"This philosophy was central to Charlie Hebdo's editorial line and promoted by Charb, known for his firm leftist stands, and for advocating for more justice and wealth redistribution .",assumption,,,,,,,,,,,,,,,
"Yet ,  the likely beneficiaries of this heinous act will be the very opponents of this libertarian and humanist stance .",assumption,,,,,,,,,,,,,,,
"A few hours after the events, extreme right leader Marine Le Pen immediately seized the opportunity to unleash her short-sighted Islamophobic attacks .",assumption,,,,,,,,,,,,,,,
"While spontaneous gatherings and demonstrations took place across the country to show the country's grief and support for the victims , Le Pen dissuaded her supporters from participating .",assumption,,,,,,,,,,,,,,,
She later set conditions for taking part in the Republican march organised for next Sunday .,anecdote,,,,,,,,,,,,,,,
This political move is unsurprising from Le Pen .,assumption,,,,,,,,,,,,,,,
"Her political platform is built upon her populist claims of the threats stemming from Islam and more generally, from immigrants .",assumption,,,,,,,,,,,,,,,
She built her political success on the rise of communitarianism and the growing rifts and dissent in French society .,assumption,,,,,,,,,,,,,,,
A solidarity march gathering all religions and all sectors of the population in favour of freedom of the press does not play to her political hand .,assumption,,,,,,,,,,,,,,,
"While the French Muslim authorities have called on every mosque in the country to strongly condemn this act of terrorism and encourage participation in the march , Le Pen would rather continue her own crusade alone and capitalise on growing French fears .",assumption,,,,,,,,,,,,,,,
"She would rather call for ""open war on Islam"" than demonstrate with the 99.99 percent of French Muslims who respect the Republican law .",assumption,,,,,,,,,,,,,,,
"Her traditional supporters, such as skinhead groups ""Riposte Laique"" and ""Bloc identitaire"", have called for a ""civil war in the country against Islamisation"" .",testimony,,,,,,,,,,,,,,,
"But they have failed to mention that Ahmed Merabet, the brave policeman who tried to stop the terrorists and was shot dead in the street , was himself Muslim and defended French Republican values through a lifetime of service in the police force .",anecdote,,,,,,,,,,,,,,,
"While traditional parties call for national unity in a peaceful march , Le Pen's supporters blow on the ashes of societal discontent , encouraging retaliation against this act of terrorism .",assumption,,,,,,,,,,,,,,,
"Mosques were reportedly shot at in Le Mans at midnight , a kebab restaurant was bombed in Villefranche .",anecdote,,,,,,,,,,,,,,,
Barbary is answered by stupidity .,assumption,,,,,,,,,,,,,,,
"Ironically, Le Pen will likely benefit from the fears and shock after the attacks on Charlie Hebdo, a magazine that has been one of her strongest opponents .",assumption,,,,,,,,,,,,,,,
Le Pen can hardly call for the protection of freedom of the press when her own party has regularly tried to limit it by selecting the newspapers and networks who could cover her meetings and ask her questions .,assumption,,,,,,,,,,,,,,,
"Two years ago, her own father vehemently criticised Charlie Hebdo , calling the publication a rag after it ridiculed his political party .",assumption,,,,,,,,,,,,,,,
Marine Le Pen herself then officially asked for the resignation of any journalist that would show Charlie Hebdo's cover on national TV .,anecdote,,,,,,,,,,,,,,,
"Similarly ,  Nicolas Sarkozy is an awkward defender of Charlie Hebdo .",assumption,,,,,,,,,,,,,,,
"First ,  his strategy to win back the presidency in 2017 is to stress on the inability of Francois Hollande to fill the shoes of president , constantly criticising his lack of authority and charisma .",assumption,,,,,,,,,,,,,,,
The current terrorist crisis is a defining moment for Hollande who might now well prove his capacity to unite a grieving society .,assumption,,,,,,,,,,,,,,,
"More importantly, Sarkozy can hardly support Charlie Hebdo and freedom of the press when he himself personally demanded the resignation of one of its cartoonists in 2008 .",assumption,,,,,,,,,,,,,,,
"At the time Sarkozy was furious that the magazine had published a cartoon mocking his son Jean Sarkozy , whose ambition dwarves the legendary one of his father .",assumption,,,,,,,,,,,,,,,
Charlie Hebdo described Jean Sarkozy's marriage to a very wealthy Jewish heiress as an attempt to secure his future after failing to finish his university degree .,testimony,,,,,,,,,,,,,,,
Nicolas Sarkozy managed to obtain the dismissal of the cartoonist Sine and put him on trial for anti-Semitism .,anecdote,,,,,,,,,,,,,,,
"Ironically, his colleagues were not so fortunate yesterday when faced with fundamentalists claiming Charlie Hebdo was an enemy of the Muslim prophet .",assumption,,,,,,,,,,,,,,,
"Ironically, his colleagues were not so fortunate yesterday when faced with fundamentalists claiming Charlie Hebdo was an enemy of the Muslim prophet .",assumption,,,,,,,,,,,,,,,
Journalists in Afghanistan have decided for the second time this year to curtail their reporting on Taliban attacks as a means of reducing the impact of their message .,assumption,,,,,,,,,,,,,,,
The first such collective action was taken during the presidential elections when the Taliban were completely boycotted .,assumption,,,,,,,,,,,,,,,
"This is a strategic decision according to Fahim Dashty, the chief executive of Afghanistan's National Journalists Union (ANJU) .",testimony,,,,,,,,,,,,,,,
The decision follows the recent heavy escalation of attacks in Kabul .,assumption,,,,,,,,,,,,,,,
"""Our media is saturated with images of Taliban attacks,"" says a joint press statement by ANJU, and the media watchdog, Nai .",testimony,,,,,,,,,,,,,,,
"""Taliban spokesman Zabihula Mujahid is active on TV and social media round the clock , he is in every home 24 hours a day , we need to confront his messages,"" says Nai's director, Sediqulah Tauhidi .",testimony,,,,,,,,,,,,,,,
Afghan journalists feel they need support from policy makers and the international community alike .,assumption,,,,,,,,,,,,,,,
"""We will be calling on the new president, Ashraf Ghani , to consider blocking the sites that Taliban use for their publicity,"" says Dashty .",testimony,,,,,,,,,,,,,,,
Confronting publicity .,no-unit,,,,,,,,,,,,,,,
"The call by journalists in Afghanistan echoes international concerns about the need to confront publicity by armed groups such as ISIL, and the attempts in several countries including Britain to block these groups' use of the internet and social media to advertise, publicise and recruit .",assumption,,,,,,,,,,,,,,,
"British Home Secretary Theresa May acknowledged the extent of the problem in her latest policy speech : ""We need a counter terrorism strategy that is comprehensive and coherent.""  Among the measures to curb the activities of the Islamist terror groups she introduced restrictions on the use of the internet .",anecdote,,,,,,,,,,,,,,,
"""We are engaged in a struggle that is fought on many fronts,"" she said , naming terrorist groups in several parts of the world including Afghanistan .",testimony,,,,,,,,,,,,,,,
Police and intelligence agencies will be given new powers to track down those who plot terrorist attacks over the internet .,assumption,,,,,,,,,,,,,,,
"""They enable the authorities to limit a subject's access to telephones and the internet,"" she said .",testimony,,,,,,,,,,,,,,,
Terrorist attacks have been complex but many are used for sending a specific message either to the local population or to the international community .,assumption,,,,,,,,,,,,,,,
Once these messages are turned into images on TV and internet across the world their impact is amplified .,assumption,,,,,,,,,,,,,,,
Broader audience .,no-unit,,,,,,,,,,,,,,,
"According to UN counterterrorism research, terrorist-related propaganda hosted on popular websites containing user-generated content has the potential to reach a significantly broader audience than content on traditional specialised websites, bulletin boards and web forums , which generally appeal to a self- selected group of individuals .",assumption,,,,,,,,,,,,,,,
"""Their sophisticated use of the internet and social media means they have a significant propaganda reach across the world,"" said the British home secretary .",testimony,,,,,,,,,,,,,,,
"""The scourge of ISIL should not mean that the Taliban are forgotten or seen as the milder terror group,"" stresses Dashty .",testimony,,,,,,,,,,,,,,,
"There are serious reservations when British Foreign Secretary Philip Hammond states at the opening of the London Conference on Afghanistan that ""The terrorist threat from the region has been substantially reduced,"" when there are almost daily attacks in Kabul .",assumption,,,,,,,,,,,,,,,
"""Taliban are blocking the fledgling democracy that has been built over the last decade,"" says Nai director .",testimony,,,,,,,,,,,,,,,
"""They are attacking our liberty , they are targeting freedom of speech , they are targeting press freedom and we must have a counter offensive.""  Dashty says as journalists we must ask ourselves whether in our endeavour to provide information we are turning into communication channels at the service of the Taliban .",testimony,,,,,,,,,,,,,,,
The arguments are not straightforward .,assumption,,,,,,,,,,,,,,,
"On the one hand , the media needs to report to inform the population and on the other hand , reporting terrorist attacks has increasingly become publicity for armed extremist groups .",assumption,,,,,,,,,,,,,,,
"On the one hand freedom of speech and civil liberties should be preserved at all cost , and on the other hand ,  terrorist messages have traumatised societies and increased militant recruitment around the world .",assumption,,,,,,,,,,,,,,,
Credible counter-narrative .,no-unit,,,,,,,,,,,,,,,
These issues must be discussed in depth and collectively around the world .,assumption,,,,,,,,,,,,,,,
There is a need for coordinating a credible counter narrative both at the local and the global level to confront the banality and cruelty of terrorist messages .,assumption,,,,,,,,,,,,,,,
"Take for example their claim, believed even by some analysts , that they are fighting to save Muslims while facts tell us that they have killed tens of thousands over the years .",assumption,,,,,,,,,,,,,,,
"Since 2009 , there have been over 17,000 civilian deaths in Afghanistan alone as documented by the UN - 75 percent as a result of Taliban attacks .",statistics,,,,,,,,,,,,,,,
"Or the contradictions in the Taliban claim that they want foreign forces out while targeting British interests one month after British forces left Afghanistan , or inviting foreign Islamist fighters and al-Qaeda to set up camp in Afghanistan during their rule .",assumption,,,,,,,,,,,,,,,
"""Confusion and contradictions among the various terrorist voices"" are common according to the latest State Department report on terrorism .",testimony,,,,,,,,,,,,,,,
"Journalists, media analysts, communication experts and policy makers need to come together to discuss how best to build a framework for a new counterterrorism narrative that at the same time reveals the falsities of terrorist assertions .",assumption,,,,,,,,,,,,,,,
"Once formulated , it could then be used as any public service broadcast messages woven into drama serials, discussions, debates and news coverage alike .",assumption,,,,,,,,,,,,,,,
"The UN Office on Drugs and Crime , which created a counterterrorism task force , says that despite increasing international recognition of the threat posed by terrorists' use of the internet , ""there is currently no universal instrument specifically addressing this pervasive facet of terrorist activity"" .",testimony,,,,,,,,,,,,,,,
'Psychological security' .,no-unit,,,,,,,,,,,,,,,
The joint statement by ANJU and Nai calls on the media and the reporters in Afghanistan to refrain from competition over who shows more pictures of the gruesome Taliban attacks .,anecdote,,,,,,,,,,,,,,,
"It says that the ""unprecedented"" frequency of the footage shown on TV and social media have undermined the ""psychological security"" of the nation .",testimony,,,,,,,,,,,,,,,
"""Our first boycott of the Taliban was successful,"" says Dashty .",testimony,,,,,,,,,,,,,,,
"""Attacks were reduced and over 60 percent of the population took part in the elections.""  He says they would really benefit if journalists in the West supported their campaigns, especially those who frequently report from Afghanistan .",testimony,,,,,,,,,,,,,,,
"""We would also welcome an international framework that sets an example for us,"" says Dashty .",testimony,,,,,,,,,,,,,,,
A coordinated global plan to counter terrorist media propaganda would be a useful tool for journalists in areas adversely affected by terrorist attacks .,assumption,,,,,,,,,,,,,,,
Attacks plotted on the World Wide Web need an appropriate worldwide media response .,assumption,,,,,,,,,,,,,,,
Attacks plotted on the World Wide Web need an appropriate worldwide media response .,assumption,,,,,,,,,,,,,,,
"""A Love Supreme"" is widely recognised as John Coltrane's masterwork, and a milestone recording in the history of jazz .",assumption,,,,,,,,,,,,,,,
Many an aficionado came to jazz through that classic album - a 32-minute-long composition organised around a four-note bass routine .,assumption,,,,,,,,,,,,,,,
"The manuscript for the album is one of the National Museum of American History's treasures ; the saxophone that Coltrane used to record the piece was recently gifted to the Smithsonian Museum ; and former US President Bill Clinton, a saxophonist and Coltrane fan, is said to have ""A Love Supreme"" set as the ringtone for when Hillary calls .",assumption,,,,,,,,,,,,,,,
"This week marks the 50th anniversary of ""A Love Supreme""  .",anecdote,,,,,,,,,,,,,,,
"Recorded on December 9, 1964 , the composition is being celebrated worldwide in concerts, festivals, academic symposia and even at churches .",assumption,,,,,,,,,,,,,,,
"The Saint John Coltrane African Orthodox Church - founded in 1969 by two clerics who saw Coltrane perform live in the San Francisco, and experienced a ""sound baptism"" - celebrated ""A Love Supreme"" mass on December 8, in San Francisco's iconic Grace Cathedral .",anecdote,,,,,,,,,,,,,,,
"The recording has long been understood to be a deeply spiritual, even devotional, piece .",assumption,,,,,,,,,,,,,,,
"Its four phases - ""Acknowledgement"", ""Resolution"", ""Pursuance"" and ""Psalms"" - reflect what Coltrane described as a ""spiritual awakening"" in his overcoming of drug and alcohol problems .",assumption,,,,,,,,,,,,,,,
