Sentence,Label,Label_general
"The leadership of the Palestinian National Liberation Movement, the opening of the Palestinian camps in the south, affirmed the necessity of restoring the militant brotherly relations with Syria, and called on its fighters to rally around the slogan of the unity of the Palestinian liberation organization, the basis of the independent Palestinian national decision, and to resist unilateral, split and divisive phenomena and all surrender projects.",Main,main_contents
They questioned the Syrian role in Lebanon. They accused Damascus that its goals were to eliminate the Palestinian resistance in Lebanon,Distant_Evaluation,additional_supportive_contents
The heroic national resistance was able to expel the Israeli enemy from Lebanese territory,Distant_Evaluation,additional_supportive_contents
"To cancel the Cairo Agreement, the importance and advantages of the commitment to implement the cancellation is of greater importance and more positives, by stopping the Palestinian operations in the south so that it is possible to implement the agreement",Distant_Evaluation,additional_supportive_contents
"The Palestinian Factions in the South Al-Nahar The confrontations were numerous, the resistance and the Israeli forces yesterday, the South Lebanon Army inside the security belt The South Lebanon Army inside the security belt",Main,main_contents
The detained soldiers were received by the Deputy Secretary-General of the organization,Main,main_contents
"We have proven, and we will continue to prove, Fethiye south Lebanon and the Lebanese national resistance, and we are with you on the way. Greetings, brothers, the occupied Palestinian land.",Distant_Evaluation,additional_supportive_contents
"The Palestinians did it, they did it on the land of Lebanon and at the expense of its people, especially in the south, and in their belief that they are defending the perpetuation of the resistance.",Distant_Evaluation,additional_supportive_contents
It was emphasized that the method of struggle against the Zionist enemy is the only way to expel the enemy and liberate the usurped land through national resistance and escalating the national role of the two parties.,Distant_Evaluation,additional_supportive_contents
"The force of the chapter will be led by Captain Walid Sukkarieh, who is expected to start its movement at noon",Main,main_contents
"On the eighteenth anniversary of the founding of the front, the Palestinian Women Organization held an exhibition of handicrafts in Al-Badawi camp at the headquarters of the Palestinian North Club",Main,main_contents
"In parallel to the movement in Lebanon and in the direction of Saudi Arabia, the results will inevitably be reaped by the operations of the southern resistance, which target the security belt, especially the suicide bombers.",Distant_Expectations_Consequences,additional_supportive_contents
"We appreciate the sacrifices made by sister Syria to support the national and progressive forces in Lebanon, especially its support for the Lebanese national resistance from the Israeli enemy in southern Lebanon, as well as its political support for the Lebanese necessity.",Cause_Specific,context_informing_contents
"Gaza Abu Amal and the martyrs of the Lebanese National Resistance, Bilal Fahs, Sanaa Muhaidli, Sheikh Ragheb Harb, Wafaa, Lula and others are the main pillars of the war of liberation",Distant_Historical,additional_supportive_contents
Fighting alongside the Palestinian revolution and the Lebanese national forces in southern Lebanon,Distant_Historical,additional_supportive_contents
Liquidating the Palestinian resistance in Lebanon and ensuring the security of Israel. The face of any Palestinian attacks on Lebanon,Distant_Expectations_Consequences,additional_supportive_contents
"The first clash of its kind took place since the Israelis withdrew from Sidon and its surroundings, the Palestinian refugee camp, Mieh, Mieh, and the townspeople, killing a Palestinian girl and wounding a town boy.",Main_Consequence,main_contents
"On the fifth anniversary of the most heinous invasion of Lebanon, its capital, Beirut, we see that a state of Israeli military pressure exerted by our people in the south could lead to an invasion of some of its areas to achieve its general impotence.",Distant_Expectations_Consequences,additional_supportive_contents
"And the Israelis believed that by striking the Palestinian resistance, Lebanon had inflicted upon the Lebanese people the destruction, devastation, displacement, killing and occupation that would end the resistance.",Distant_Evaluation,additional_supportive_contents
"This is due to several considerations, the most prominent of which is Israel’s desire to strike at the Palestinian presence. It has returned to the growth of the south to benefit from the great development achieved by the resistance to Israel, and out of its feeling that the issue of leniency will bring Lebanon back at least to its south and other areas as a dangerous Palestinian link for it.",Cause_General,context_informing_contents
"The National Salvation Front, Wednesday, the attacks of Nabatiyeh and the eastern Bekaa, the resistance in the south, today",Main,main_contents
And that the state is responsible for the security of the Lebanese and Palestinian citizens,Cause_General,context_informing_contents
"Ray that helps keep it burning is a destructive factor for the Lebanese, the resistance, the south, the Palestinians and the Palestinian cause.",Distant_Expectations_Consequences,additional_supportive_contents
"After meeting with his aides, he denounced the attacks against the Palestinian camps in Lebanon, which aim to enable the Zionist enemy to ensure the safe borders of southern Lebanon and to close the door of the South in front of the Palestinian resistance.",Cause_Specific,context_informing_contents
"Land and people, achieving Lebanese-Palestinian solidarity, ensuring the protection of the Palestinian revolution and strengthening its struggle role against the Sahboni enemy.",Distant_Expectations_Consequences,additional_supportive_contents
