0.1,0.2,0.3,0.4,0.5,gonen,nahar_1982
0.1,0.2,0.3,0.4,0.5,gonen,nahar_2009
ءاسرائيل,ءاسرائيل,ءاسرائيل,ءاسرائيل,ءاسرائيل,ءاسرائيل
اسرائيلو,اسرائيلو,اسرائيلو,اسرائيلو,اسرائيلو,اسرائيلو
اسرائيلوقف,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف,اسرائيلوقف
اسرائيلغزه,اسرائيلبان,اسرائيلبان,اسرائيلبان,اسرائيلبان,اسرائيلبان
اسرائيلوقال,اسرائيلغزه,اسرائيلغزه,اسرائيلغزه,اسرائيلغزه,اسرائيلغزه
مغاسرائيل,اسرائيلوقال,اسرائيلوقال,اسرائيلوقال,اسرائيلوقال,اسرائيلوقال
غزهاسرائيل,مغاسرائيل,مغاسرائيل,مغاسرائيل,مغاسرائيل,مغاسرائيل
اسرائيلء,غزهاسرائيل,غزهاسرائيل,غزهاسرائيل,غزهاسرائيل,غزهاسرائيل
اممات,اسرائيلء,اسرائيلء,اسرائيلء,اسرائيلء,اسرائيلء
اسرائيلب,اممات,اممات,اممات,اممات,اممات
,,,,
,,,,
