category,sub-category
,Category:Wars involving the princely states of India
,Category:Wars involving Indonesia
,Category:Wars involving Iran
,Category:Wars involving Iraq
,Category:Wars involving Kurdistan Region (Iraq)
,Category:Wars involving Israel
,Category:Wars involving Japan
,Category:Wars involving the Kingdom of Jerusalem
,Category:Wars involving Jordan
,Category:Wars involving Kazakhstan
,Category:Wars involving Korea
,Category:Wars involving Kuwait
,Category:Wars involving Kyrgyzstan
,Category:Wars involving Laos
,Category:Wars involving Lebanon
,Category:Wars involving Malaysia
,Category:Wars involving the Maldives
,Category:Wars involving the Maratha Empire
,Category:Wars involving the Mongol Empire
,Category:Wars involving the Mughal Empire
,Category:Wars involving Myanmar
,Category:Wars involving the Kingdom of Mysore
,Category:Wars involving the Nabataean Kingdom
,Category:Wars involving Nepal
,Category:Wars involving the Nizari Ismaili state
,Category:Wars involving North Korea
,Category:Wars involving Oman
,Category:Wars involving the Ottoman Empire
,Category:Wars involving Pakistan
,Category:Wars involving Palestinians
,Category:Wars involving the Philippines
,Category:Wars involving the Popular Mobilization Forces
,Category:Wars involving Qatar
,Category:Wars involving Russia
,Category:Wars involving Saudi Arabia
,Category:Wars involving Singapore
,Category:Wars involving the Soviet Union
,Category:Wars involving Sri Lanka
,Category:Wars involving Syria
,Category:Wars involving Tajikistan
,Category:Wars involving Thailand
,Category:Wars involving Tibet
,Category:Wars involving Turkey
,Category:Wars involving the United Arab Emirates
,Category:Wars involving Uzbekistan
,Category:Wars involving Vietnam
,Category:Wars involving the Sultanate of Rum
,Category:Wars involving Yemen
Articles with dead external links from February 2011,
Articles with unsourced statements from June 2020,
Articles with dead external links from July 2017,
Articles with unsourced statements from July 2010,
Lists of wars by region,
1919 in the Ottoman Empire,Category:1919 disestablishments in the Ottoman Empire
,Category:1919 establishments in the Ottoman Empire
,Category:Franco-Turkish War
,Category:Greco-Turkish War (1919–1922)
,Category:Occupation of Smyrna
,Category:1919 in Turkish sport
1943 establishments in Lebanon,
2017 in Lebanon,Category:2017 disestablishments in Lebanon
,Category:2017 establishments in Lebanon
,Category:2017 in Lebanese sport
,Category:2017 in Lebanese television
Politics of Lebanon,Category:Lebanese political people
,Category:Lebanon politics-related lists
,Category:Lebanese cabinet
,Category:Foreign relations of Lebanon
,Category:Hezbollah–Israel conflict
,Category:Political history of Lebanon
,Category:Human rights in Lebanon
,Category:Israeli–Lebanese conflict
,Category:Political movements in Lebanon
,Category:Political organisations based in Lebanon
,Category:Political parties in Lebanon
,Category:Political advocacy groups in Lebanon
,Category:Political terminology in Lebanon
,Category:Politics of Lebanon sidebars
,Category:Syrian civil war spillover in Lebanon
,Category:Lebanese political websites
,Category:Lebanon politics stubs
Lebanese diaspora by country,Category:Maronites by country
,Category:Lebanese American
,Category:Lebanese Argentine
,Category:Lebanese Australian
,Category:Lebanese Brazilian
,Category:Lebanese Canadian
,Category:Lebanese diaspora in Cyprus
,Category:Lebanese diaspora in France
,Category:Lebanese diaspora in Israel
,Category:Lebanese Jordanian
,Category:Lebanese Mexican
,Category:Lebanese immigration to Uruguay
Israeli people of Moroccan-Jewish descent,
Israel Defense Forces,Category:Israeli Air Force
,Category:Military installations of Israel
,Category:Conscription in Israel
,Category:Israel Defense Forces directorates
,Category:Israel Defense Forces disasters
,Category:Military equipment of Israel
,Category:Films about the Israel Defense Forces
,Category:Mechina
,Category:Military Advocate Generals of the Israel Defense Forces
,Category:Military Intelligence Directorate (Israel)
,Category:Military ranks of Israel
,Category:Military units and formations of Israel
,Category:Israeli Navy
,Category:Israeli military personnel
,Category:People killed by Israeli security forces
,Category:Religion in the Israel Defense Forces
,Category:Israel Defense Forces spokespersons
,Category:Israel Defense Forces stubs
Fixed exchange rate,
Flags introduced in 1943,
Films set in the 1980s,Category:Films set in 1980
,Category:Films set in 1981
,Category:Films set in 1982
,Category:Films set in 1983
,Category:Films set in 1984
,Category:Films set in 1985
,Category:Films set in 1986
,Category:Films set in 1987
,Category:Films set in 1988
,Category:Films set in 1989
,Category:Films about Brazilian military dictatorship
,Category:Films about the Chilean military dictatorship
,Category:Cold War films
,Category:Dirty War films
,Category:Iran–Iraq War films
,Category:Iranian Revolution films
,Category:Lebanese Civil War films
,Category:Films about the Salvadoran Civil War
,Category:Films set in the Shōwa period
,Category:South African Border War films
,Category:Soviet–Afghan War films
CS1 Persian-language sources (fa),
Timelines of military conflicts since 1945,Category:Chronology of Provisional Irish Republican Army actions
,Category:Somalia War (2006–2009) by year
,Category:Timelines of the Syrian civil war
,Category:Timelines of the Arab Spring
,Category:Timelines of the Arab Winter
Northern Command (Israel),
CS1 maint: postscript,
Articles needing additional references from July 2021,
Islamic State of Iraq and the Levant in Syria,Category:Anti-ISIL factions in Syria
,Category:Military operations of the Syrian civil war involving the Islamic State of Iraq and the Levant
,Category:ISIL terrorist incidents in Syria
2008 in Lebanon,Category:2008 disestablishments in Lebanon
,Category:2008 establishments in Lebanon
,Category:2008 crimes in Lebanon
,Category:2008 in Lebanese sport
,Category:2008 in Lebanese television
Articles needing additional references from November 2008,
CS1 errors: missing title,
History of the Middle East,Category:History of the Middle East by country
,Category:History of the Middle East by period
,Category:Historians of the Middle East
,Category:History books about the Middle East
,Category:Maps of the history of the Middle East
,Category:7th century in the Middle East
,Category:8th century in the Middle East
,Category:9th century in the Middle East
,Category:10th century in the Middle East
,Category:11th century in the Middle East
,Category:12th century in the Middle East
,Category:13th century in the Middle East
,Category:14th century in the Middle East
,Category:15th century in the Middle East
,Category:History of the Abbasid Caliphate
,Category:Ancient Near East
,Category:Arab history
,Category:Arab Winter
,Category:Black Death
,Category:Decades in the Middle East
,Category:Disasters in the Middle East
,Category:History of the Druze
,Category:Events in the Middle East
,Category:Former countries in the Middle East
,Category:History of the Arabian Peninsula
,Category:History of Islam
,Category:History of the Jews in the Middle East
,Category:History of Kurdistan
,Category:History of the Levant
,Category:History of the Mediterranean
,Category:Mediterranean and Middle East theatre of World War II
,Category:History of Mesopotamia
,Category:Populated places in ancient Arabia
,Category:Protests in the Middle East
,Category:History of the Red Sea
,Category:History of the Umayyad Caliphate
,Category:United Nations operations in the Middle East
,Category:Women in war in the Middle East
,Category:Middle Eastern theatre of World War I
,Category:Middle East theatre of World War II
,Category:Middle Eastern history stubs
Articles lacking reliable references from July 2017,
Articles with unsourced statements from July 2016,
American political drama films,Category:American political comedy-drama films
Photojournalism controversies,Category:O. J. Simpson murder case
Former countries in the Middle East,Category:Achaemenid Empire
,Category:Aden Protectorate
,Category:All-Palestine Protectorate
,Category:States in ancient Anatolia
,Category:Aq Qoyunlu
,Category:Assyria
,Category:Babylonia
,Category:Bavand dynasty
,Category:Principalities of the Crusader states
,Category:Edom
,Category:Former Arab states
,Category:Hotak dynasty
,Category:Empires and kingdoms of Iran
,Category:Jalayirids
,Category:Kingdom of Yemen
,Category:Former Kurdish states
,Category:Mandatory Iraq
,Category:Medieval countries in the Middle East
,Category:Monarchy in Persia and Iran
,Category:Neo-Assyrian Empire
,Category:Persian history
,Category:Phoenicia
,Category:Political entities in the Land of Israel
,Category:Republic of Mahabad
,Category:Roman provinces in Asia
,Category:Seljuk Empire
,Category:Federation of South Arabia
,Category:Protectorate of South Arabia
,Category:States in the Aden Protectorate
,Category:Trucial States
,Category:Historical Turkic states
,Category:Urartu
Hebrew Bible cities,Category:13 Kohanic cities
,Category:Babylon
,Category:Biblical Jericho
,Category:Torah cities
,Category:Ur of the Chaldees
,Category:Zorah
Wikipedia articles in need of updating from August 2021,
Films about Interpol,
1990s in Iran,Category:1990s disestablishments in Iran
,Category:1990s establishments in Iran
,Category:1990 in Iran
,Category:1991 in Iran
,Category:1992 in Iran
,Category:1993 in Iran
,Category:1994 in Iran
,Category:1995 in Iran
,Category:1996 in Iran
,Category:1997 in Iran
,Category:1998 in Iran
,Category:1999 in Iran
,Category:1990s crimes in Iran
,Category:1990s elections in Iran
,Category:1990s in Iranian sport
,Category:1990s in Tehran
,Category:1990s in Iranian television
Articles with dead external links from September 2017,
Articles with unsourced statements from August 2016,
Organizations designated as terrorist by Canada,Category:Armed Islamic Group of Algeria
,Category:Boko Haram
,Category:Egyptian Islamic Jihad
,Category:Al-Nusra Front
,Category:Organizations formerly designated as terrorist by Canada
,Category:Shining Path
Use American English from March 2019,
Use dmy dates from June 2017,
United Nations operations in the Middle East,Category:United Nations operations in Cyprus
,Category:United Nations operations in Iraq
,Category:UNRWA officials
2007 in Lebanon,Category:2007 establishments in Lebanon
,Category:2007 crimes in Lebanon
,Category:2007 in Lebanese sport
,Category:2007 in Lebanese television
Members of the 11th Knesset (1984–1988),
Druze in Lebanon,Category:Druze communities in Lebanon
,Category:Ma'n dynasty
,Category:Druze people of Lebanese nationality
,Category:Progressive Socialist Party
Military equipment introduced in the 1970s,Category:1970s military aircraft
,Category:Project Nike
,Category:Military vehicles introduced in the 1970s
,Category:Weapons and ammunition introduced in 1970
,Category:Weapons and ammunition introduced in 1971
,Category:Weapons and ammunition introduced in 1972
,Category:Weapons and ammunition introduced in 1973
,Category:Weapons and ammunition introduced in 1974
,Category:Weapons and ammunition introduced in 1975
,Category:Weapons and ammunition introduced in 1976
,Category:Weapons and ammunition introduced in 1977
,Category:Weapons and ammunition introduced in 1978
,Category:Weapons and ammunition introduced in 1979
CS1 maint: uses authors parameter,
Articles with dead external links from May 2021,
Articles needing additional references from March 2018,
CS1 Russian-language sources (ru),
Articles with specifically marked weasel-worded phrases from April 2014,
All Wikipedia articles in need of updating,
Articles with unsourced statements from December 2007,
Lebanon politics stubs,Category:Lebanese politician stubs
Asian political party stubs,Category:Caucasian political party stubs
,Category:Indian political party stubs
,Category:Indonesian political party stubs
,Category:Iranian political party stubs
,Category:Iraqi political party stubs
,Category:Malaysian political party stubs
,Category:Myanmar political party stubs
,Category:Nepal political party stubs
,Category:Pakistani political party stubs
,Category:Turkish political party stubs
,Category:Israel party stubs
"Tyre, Lebanon",Category:Kings of Tyre
,Category:Lords of Tyre
,"Category:People from Tyre, Lebanon"
Military parachuting,Category:Paratroopers
,Category:Parachutist badges
,Category:Military parachuting in France
,Category:Military parachutes
,Category:Military parachuting training
,Category:Military parachuting in the United Kingdom
1976 establishments in Lebanon,
Cultural regions,Category:Tourism regions
,Category:Cultural regions of Algeria
,Category:Anglosphere
,Category:Arab world
,Category:Basque Country (greater region)
,Category:Celtic nations
,"Category:Geographical, historical and cultural regions of France"
,Category:Indigenous culture of the Americas by cultural region
,Category:Indosphere
,Category:Iranian countries and territories
,"Category:Geographical, historical and cultural regions of Italy"
,Category:Latin America
,Category:Lazistan
,Category:Pre-Columbian cultural areas
,Category:Tibet
,Category:Cultural regions of the United States
Airborne units and formations,Category:Airborne artillery units and formations
,Category:Airborne units and formations by country
,Category:Paratroopers
,Category:Airborne units and formations by size
Ministers of Agriculture of Israel,
2010s conflicts,Category:2010s civil wars
,Category:2019–2021 Persian Gulf crisis
,Category:War in Afghanistan (2001–2021)
,Category:Anglophone Crisis
,Category:Arab Spring
,Category:Arab Winter
,Category:Basque conflict
,Category:2010s battles
,Category:Conflicts in 2010
,Category:Conflicts in 2011
,Category:Conflicts in 2012
,Category:Conflicts in 2013
,Category:Conflicts in 2014
,Category:Conflicts in 2015
,Category:Conflicts in 2016
,Category:Conflicts in 2017
,Category:Conflicts in 2018
,Category:Conflicts in 2019
,Category:2010s coups d'état and coup attempts
,Category:Insurgency in Khyber Pakhtunkhwa
,Category:Insurgency in Northeast India
,Category:Insurgency in the North Caucasus
,Category:Iraq War
,Category:Iraqi insurgency (2003–2011)
,Category:Iraqi insurgency (2011–2013)
,Category:ISIL insurgency in Iraq (2017–present)
,Category:Kurdish–Turkish conflict (2015–present)
,Category:2010s labor disputes and strikes
,Category:Mali War
,Category:Nagorno-Karabakh conflict
,Category:2010s riots
,Category:Russo-Ukrainian War
,Category:Sinai insurgency
,Category:Somali Civil War (2009–present)
,Category:South Sudanese Civil War
,Category:South Thailand insurgency
,Category:Transnistria conflict
,Category:Turkey–ISIL conflict
,Category:Ukrainian crisis
,Category:War in Donbas
,Category:War in Iraq (2013–2017)
,Category:War on Terror
,Category:Xinjiang conflict
,Category:Military intervention in Yemen
,Category:Yemeni Crisis (2011–present)
Wikipedia articles needing page number citations from June 2012,
Pages containing links to subscription-only content,
Articles needing additional references from January 2014,
Levant,Category:Ancient Levant
,Category:Ancient Near East
,Category:Babylon
,Category:Levantine cuisine
,Category:Galilee
,Category:History of the Levant
,Category:Homs
,Category:Israel
,Category:Jordan
,Category:Land of Israel
,Category:Lebanon
,Category:Levantine Arabic
,Category:North Levantine Arabic
,Category:Operas set in the Levant
,Category:Palestine (region)
,Category:Roman provinces in the Levant
,Category:South Levantine Arabic
,Category:Syria
,Category:Syria (region)
Battles and operations of the 1948 Arab–Israeli War,Category:1948 massacres of Palestinians
Military history of France,Category:13th-century military history of France
,Category:14th-century military history of France
,Category:15th-century military history of France
,Category:16th-century military history of France
,Category:17th-century military history of France
,Category:18th-century history of the French Navy
,Category:18th-century military history of France
,Category:19th-century military history of France
,Category:20th-century military history of France
,Category:21st-century military history of France
,Category:Military history of the Ancien Régime
,Category:Battles in Auvergne-Rhône-Alpes
,Category:Battles in Bourgogne-Franche-Comté
,Category:Battles in Centre-Val de Loire
,Category:Battles in Corsica
,Category:Battles in Grand Est
,Category:Battles in Hauts-de-France
,Category:Battles in Île-de-France
,Category:Battles in Nouvelle-Aquitaine
,Category:Battles in Occitanie
,Category:Battles in Pays de la Loire
,Category:Battles in Provence-Alpes-Côte d'Azur
,Category:Military history of Brittany
,Category:Cold War military history of France
,Category:Conflicts in France
,Category:Military coups in France
,Category:Forts in France
,Category:French military occupations
,Category:Gallic Wars
,Category:Great Syrian Revolt
,Category:Military history of Guadeloupe
,Category:Invasions by France
,Category:Invasions of France
,Category:French military leaders
,Category:French military-related lists
,Category:Military history of Lorraine
,Category:Military alliances involving France
,Category:Military and war museums in France
,Category:Military occupations of France
,Category:History of the French Navy
,Category:Military history of Normandy
,Category:Military operations involving France
,Category:Military history of Paris
,Category:Military history of the Pas-de-Calais
,Category:Peace treaties of France
,Category:French people of World War II
,Category:French war crimes
,Category:War crimes in France
,Category:France in World War I
,Category:Military history of France during World War II
Beirut,Category:Beirut templates
,Category:Buildings and structures in Beirut
,Category:Crime in Beirut
,Category:Culture in Beirut
,Category:Economy of Beirut
,Category:Education in Beirut
,Category:Ethnic groups in Beirut
,Category:Geography of Beirut
,Category:History of Beirut
,Category:Mass media in Beirut
,Category:Organisations based in Beirut
,Category:People from Beirut
,Category:Tourist attractions in Beirut
,Category:Transport in Beirut
National flags,Category:Flags by continent
,Category:Flags by country
,Category:Flags of indigenous peoples
,Category:Obsolete national flags
,Category:Flags of unrecognized or largely unrecognized states
1958 in politics,Category:1958 in politics by country
,Category:Government agencies disestablished in 1958
,Category:Government agencies established in 1958
,Category:Political parties disestablished in 1958
,Category:Political parties established in 1958
,Category:1958 government budgets
,Category:Cabinets disestablished in 1958
,Category:Cabinets established in 1958
,Category:Constituencies established in 1958
,Category:1958 elections
,Category:Flags introduced in 1958
,Category:1958 in international relations
,Category:Ministries established in 1958
,Category:Lists of office-holders in 1958
,Category:1958 protests
,Category:1958 referendums
,Category:States and territories disestablished in 1958
,Category:States and territories established in 1958
Articles incorporating Cite DNB template,
Foreign relations of Iran,Category:Ambassadors of Iran
,Category:Ambassadors to Iran
,Category:Anti-Iranian sentiments
,Category:Axis of Resistance
,Category:Bilateral relations of Iran
,Category:Borders of Iran
,Category:Iranian diplomats
,Category:Diplomatic missions in Iran
,Category:Diplomatic missions of Iran
,Category:Espionage in Iran
,Category:Foreign ministers of Iran
,Category:Foreign policy strategies in the Islamic Republic of Iran
,Category:Foreign trade of Iran
,Category:History of the foreign relations of Iran
,Category:Iran diplomacy-related lists
,Category:Iranian nuclear negotiators
,Category:Mahmoud Ahmadinejad's foreign policy
,Category:Iranian people murdered abroad
,Category:Iranian people imprisoned abroad
,Category:Roman–Iranian relations
,Category:Sanctions against Iran
,Category:Shanghai Cooperation Organisation
,Category:Iranian spies
,Category:Treaties of Iran
,Category:Iran and the United Nations
2000 in Lebanon,Category:2000 establishments in Lebanon
,Category:2000 in Lebanese sport
Films shot in the Czech Republic,Category:Films shot in Prague
Conflicts in 2014,Category:2014 Israel–Gaza conflict
,Category:Annexation of Crimea by the Russian Federation
,Category:Anti-Maidan
,Category:Attacks in 2014
,Category:Battles in 2014
,Category:Boko Haram insurgency
,Category:War in Darfur
,Category:Euromaidan
,Category:Insurgency in Balochistan
,Category:Internal conflict in Bangladesh
,Category:Internal conflict in Peru
,Category:2014 in the Iraqi Civil War
,Category:2014 labor disputes and strikes
,Category:Lists of armed conflicts in 2014
,Category:Military operations of the Second Libyan Civil War in 2014
,Category:Naxalite–Maoist insurgency
,Category:2014 riots
,Category:2014 in the Syrian civil war
,Category:Syrian civil war spillover in Lebanon
,Category:War in Iraq (2013–2017)
Armoured personnel carriers of South Korea,
Wars involving Syria,Category:Gulf War
,Category:Islamist uprising in Syria
,Category:Lebanese Civil War
,Category:Six-Day War
,Category:Syrian civil war
,Category:War of Attrition
,Category:Yom Kippur War
Articles with VIAF identifiers,
Commons category link is on Wikidata,Category:1500 in art
,Category:1500 in Germany
,Category:1500 in Italy
,Category:1500 in science
,Category:1500s architecture
,Category:1500s in Italy
,Category:1501
,Category:1501 births
,Category:1501 deaths
,Category:1501 in art
,Category:1501 in Asia
,Category:1501 in Europe
,Category:1501 in France
,Category:1501 in India
,Category:1501 in Italy
,Category:1501 in Poland
,Category:1501 in religion
,Category:1501 works
,Category:1502
,Category:1502 births
,Category:1502 by continent
,Category:1502 deaths
,Category:1502 establishments
,Category:1502 in art
,Category:1502 in Asia
,Category:1502 in Europe
,Category:1502 in Germany
,Category:1502 in religion
,Category:1502 in Spain
,Category:1502 plays
,Category:1502 works
,Category:1503
,Category:1503 births
,Category:1503 by continent
,Category:1503 establishments
,Category:1503 establishments in Asia
,Category:1503 establishments in India
,Category:1503 in art
,Category:1503 in Asia
,Category:1503 in Europe
,Category:1503 in India
,Category:1503 in Italy
,Category:1503 in religion
,Category:1503 in science
,Category:1503 in Spain
,Category:1503 works
,Category:1504
,Category:1504 births
,Category:1504 establishments
,Category:1504 in art
,Category:1504 in Asia
,Category:1504 in Christianity
,Category:1504 in Europe
,Category:1504 in India
,Category:1504 in religion
,Category:1504 works
,Category:1505
,Category:1505 births
,Category:1505 by continent
,Category:1505 deaths
,Category:1505 establishments
,Category:1505 in art
,Category:1505 in Asia
,Category:1505 in Europe
,Category:1505 in India
,Category:1505 in Italy
,Category:1505 in Poland
,Category:1505 in Portugal
,Category:1505 in religion
,Category:1505 in Spain
,Category:1505 in Sweden
,Category:1505 works
,Category:1506
,Category:1506 births
,Category:1506 establishments
,Category:1506 in art
,Category:1506 in Asia
,Category:1506 in Europe
,Category:1506 in Portugal
,Category:1506 in religion
,Category:1506 in science
,Category:1506 in Spain
,Category:1506 works
,Category:1507
,Category:1507 births
,Category:1507 by continent
,Category:1507 establishments
,Category:1507 in art
,Category:1507 in Christianity
,Category:1507 in Europe
,Category:1507 in Portugal
,Category:1507 in religion
,Category:1507 in Spain
,Category:1507 works
,Category:1508
,Category:1508 births
,Category:1508 by continent
,Category:1508 deaths
,Category:1508 drawings
,Category:1508 establishments
,Category:1508 in art
,Category:1508 in Asia
,Category:1508 in Christianity
,Category:1508 in Europe
,Category:1508 in Portugal
,Category:1508 in religion
,Category:1508 in Spain
,Category:1508 works
,Category:1509
,Category:1509 births
,Category:1509 by continent
,Category:1509 establishments
,Category:1509 in art
,Category:1509 in Asia
,Category:1509 in Christianity
,Category:1509 in Europe
,Category:1509 in France
,Category:1509 in India
,Category:1509 in Italy
,Category:1509 in Portugal
,Category:1509 in religion
,Category:1509 in Spain
,Category:1509 works
,Category:1510
,Category:1510 births
,Category:1510 establishments
,Category:1510 in art
,Category:1510 in Asia
,Category:1510 in England
,Category:1510 in Europe
,Category:1510 in Italy
,Category:1510 in Portugal
,Category:1510 in religion
,Category:1510 in Spain
,Category:1510 works
,Category:1510s architecture
,Category:1510s births
,Category:1510s disestablishments
,Category:1510s establishments
,Category:1510s establishments by country
,Category:1510s in Asia
,Category:1510s in England
,Category:1510s in France
,Category:1510s in Italy
,Category:1510s in Mexico
,Category:1510s in Portugal
,Category:1510s in Scotland
,Category:1510s in Sweden
,Category:1511
,Category:1511 births
,Category:1511 establishments
,Category:1511 establishments by country
,Category:1511 in art
,Category:1511 in Asia
,Category:1511 in Christianity
,Category:1511 in Europe
,Category:1511 in Italy
,Category:1511 in Portugal
,Category:1511 in religion
,Category:1511 in Spain
,Category:1511 paintings
,Category:1511 works
,Category:1512
,Category:1512 births
,Category:1512 by continent
,Category:1512 deaths
,Category:1512 establishments
,Category:1512 in art
,Category:1512 in Asia
,Category:1512 in Europe
,Category:1512 in France
,Category:1512 in India
,Category:1512 in Italy
,Category:1512 in religion
,Category:1512 in Spain
,Category:1512 paintings
,Category:1512 works
,Category:1513
,Category:1513 births
,Category:1513 by continent
,Category:1513 in Asia
,Category:1513 in Christianity
,Category:1513 in England
,Category:1513 in Europe
,Category:1513 in France
,Category:1513 in India
,Category:1513 in Italy
,Category:1513 in religion
,Category:1513 in Scotland
,Category:1513 in Spain
,Category:1513 paintings
,Category:1513 works
,Category:1514
,Category:1514 births
,Category:1514 deaths
,Category:1514 establishments
,Category:1514 establishments in Asia
,Category:1514 in art
,Category:1514 in Asia
,Category:1514 in Christianity
,Category:1514 in Europe
,Category:1514 in France
,Category:1514 in Lithuania
,Category:1514 in Portugal
,Category:1514 in religion
,Category:1514 in science
,Category:1514 in Spain
,Category:1514 paintings
,Category:1514 works
,Category:1515
,Category:1515 births
,Category:1515 by continent
,Category:1515 deaths
,Category:1515 disestablishments
,Category:1515 establishments
,Category:1515 establishments in Africa
,Category:1515 in art
,Category:1515 in Asia
,Category:1515 in Christianity
,Category:1515 in England
,Category:1515 in Europe
,Category:1515 in France
,Category:1515 in Italy
,Category:1515 in Portugal
,Category:1515 in religion
,Category:1515 in science
,Category:1515 in Spain
,Category:1515 paintings
,Category:1515 works
,Category:1516
,Category:1516 births
,Category:1516 by continent
,Category:1516 deaths
,Category:1516 establishments
,Category:1516 in art
,Category:1516 in Asia
,Category:1516 in Christianity
,Category:1516 in Europe
,Category:1516 in India
,Category:1516 in Italy
,Category:1516 in Portugal
,Category:1516 in religion
,Category:1516 in Spain
,Category:1516 paintings
,Category:1516 works
,Category:1517
,Category:1517 births
,Category:1517 by continent
,Category:1517 disestablishments
,Category:1517 establishments
,Category:1517 in art
,Category:1517 in Asia
,Category:1517 in Christianity
,Category:1517 in England
,Category:1517 in Europe
,Category:1517 in France
,Category:1517 in India
,Category:1517 in Italy
,Category:1517 in religion
,Category:1517 in Spain
,Category:1517 paintings
,Category:1517 works
,Category:1518
,Category:1518 births
,Category:1518 establishments
,Category:1518 in art
,Category:1518 in Asia
,Category:1518 in Christianity
,Category:1518 in Europe
,Category:1518 in India
,Category:1518 in Poland
,Category:1518 in religion
,Category:1518 in Spain
,Category:1518 in Sweden
,Category:1518 paintings
,Category:1518 plays
,Category:1518 works
,Category:1519
,Category:1519 births
,Category:1519 in art
,Category:1519 in Asia
,Category:1519 in Christianity
,Category:1519 in Europe
,Category:1519 in France
,Category:1519 in Mexico
,Category:1519 in North America
,Category:1519 in Portugal
,Category:1519 in religion
,Category:1519 in science
,Category:1519 in Spain
,Category:1519 paintings
,Category:1519 works
,Category:1520
,Category:1520 births
,Category:1520 establishments
,Category:1520 in art
,Category:1520 in Asia
,Category:1520 in Christianity
,Category:1520 in Europe
,Category:1520 in India
,Category:1520 in Italy
,Category:1520 in North America
,Category:1520 in religion
,Category:1520 in Spain
,Category:1520 in Sweden
,Category:1520 mm gauge railways
,Category:1520 paintings
,Category:1520 works
,Category:1520s architecture
,Category:1520s births
,Category:1520s disestablishments
,Category:1520s establishments
,Category:1520s establishments by country
,Category:1520s in Asia
,Category:1520s in England
,Category:1520s in France
,Category:1520s in Italy
,Category:1520s in Mexico
,Category:1520s in Portugal
,Category:1520s in Sweden
,Category:1520s paintings
,Category:1520s works
,Category:1521
,Category:1521 births
,Category:1521 books
,Category:1521 by continent
,Category:1521 disestablishments
,Category:1521 establishments
,Category:1521 establishments by country
,Category:1521 in art
,Category:1521 in Asia
,Category:1521 in Christianity
,Category:1521 in Europe
,Category:1521 in France
,Category:1521 in India
,Category:1521 in Italy
,Category:1521 in Mexico
,Category:1521 in North America
,Category:1521 in Portugal
,Category:1521 in religion
,Category:1521 in Romania
,Category:1521 in Spain
,Category:1521 in Sweden
,Category:1521 paintings
,Category:1521 works
,Category:1522
,Category:1522 births
,Category:1522 books
,Category:1522 by continent
,Category:1522 establishments
,Category:1522 in art
,Category:1522 in Asia
,Category:1522 in Europe
,Category:1522 in Germany
,Category:1522 in Italy
,Category:1522 in religion
,Category:1522 paintings
,Category:1522 works
,Category:1523
,Category:1523 births
,Category:1523 books
,Category:1523 by continent
,Category:1523 deaths
,Category:1523 disestablishments
,Category:1523 in art
,Category:1523 in Asia
,Category:1523 in Christianity
,Category:1523 in Europe
,Category:1523 in Germany
,Category:1523 in India
,Category:1523 in Italy
,Category:1523 in Portugal
,Category:1523 in religion
,Category:1523 in science
,Category:1523 in Spain
,Category:1523 in Sweden
,Category:1523 paintings
,Category:1523 works
,Category:1524
,Category:1524 births
,Category:1524 books
,Category:1524 deaths
,Category:1524 establishments
,Category:1524 establishments by country
,Category:1524 in art
,Category:1524 in Asia
,Category:1524 in Christianity
,Category:1524 in England
,Category:1524 in Europe
,Category:1524 in France
,Category:1524 in Germany
,Category:1524 in India
,Category:1524 in Italy
,Category:1524 in North America
,Category:1524 in religion
,Category:1524 in Spain
,Category:1524 in Sweden
,Category:1524 paintings
,Category:1524 works
,Category:1525
,Category:1525 births
,Category:1525 books
,Category:1525 by continent
,Category:1525 disestablishments
,Category:1525 establishments
,Category:1525 in art
,Category:1525 in Asia
,Category:1525 in Christianity
,Category:1525 in England
,Category:1525 in Europe
,Category:1525 in France
,Category:1525 in Germany
,Category:1525 in India
,Category:1525 in Italy
,Category:1525 in North America
,Category:1525 in religion
,Category:1525 in Spain
,Category:1525 in Sweden
,Category:1525 paintings
,Category:1525 works
,Category:1526
,Category:1526 births
,Category:1526 books
,Category:1526 by continent
,Category:1526 deaths
,Category:1526 disestablishments
,Category:1526 establishments
,Category:1526 establishments by country
,Category:1526 in art
,Category:1526 in Asia
,Category:1526 in Christianity
,Category:1526 in Europe
,Category:1526 in France
,Category:1526 in Germany
,Category:1526 in Hungary
,Category:1526 in India
,Category:1526 in Italy
,Category:1526 in North America
,Category:1526 in Poland
,Category:1526 in Portugal
,Category:1526 in religion
,Category:1526 in Spain
,Category:1526 in Sweden
,Category:1526 paintings
,Category:1526 works
,Category:1527
,Category:1527 births
,Category:1527 by continent
,Category:1527 disestablishments
,Category:1527 establishments
,Category:1527 in art
,Category:1527 in Asia
,Category:1527 in Europe
,Category:1527 in France
,Category:1527 in India
,Category:1527 in Italy
,Category:1527 in North America
,Category:1527 in religion
,Category:1527 in Sweden
,Category:1527 paintings
,Category:1527 works
,Category:1528
,Category:1528 births
,Category:1528 books
,Category:1528 disestablishments
,Category:1528 establishments
,Category:1528 in art
,Category:1528 in Asia
,Category:1528 in Christianity
,Category:1528 in England
,Category:1528 in Europe
,Category:1528 in France
,Category:1528 in North America
,Category:1528 in Portugal
,Category:1528 in religion
,Category:1528 in Spain
,Category:1528 paintings
,Category:1528 works
,Category:1529
,Category:1529 births
,Category:1529 books
,Category:1529 disestablishments
,Category:1529 establishments
,Category:1529 in art
,Category:1529 in Christianity
,Category:1529 in England
,Category:1529 in Europe
,Category:1529 in Germany
,Category:1529 in Italy
,Category:1529 in religion
