category,sub-category
,Category:Subdivisions of Lebanon
,Category:Lebanon geography stubs
2015 in Lebanon,Category:2015 disestablishments in Lebanon
,Category:2015 establishments in Lebanon
,Category:2015 crimes in Lebanon
,Category:2015 in Lebanese sport
1919 in France,Category:1919 disestablishments in France
,Category:1919 establishments in France
,Category:1919 elections in France
,Category:Franco-Turkish War
,Category:1919 in the French colonial empire
,Category:1919 French novels
,Category:1919 in Paris
,Category:1919 in French sport
,Category:Treaty of Versailles
Harv and Sfn no-target errors,
Civil wars post-1945,Category:1947–1948 civil war in Mandatory Palestine
,Category:1991 uprisings in Iraq
,Category:2010s civil wars
,Category:2020s civil wars
,Category:Algerian Civil War
,Category:Angolan Civil War
,Category:Bosnian War
,Category:Burundian Civil War
,Category:Cambodian Civil War
,Category:Chadian Civil War (2005–2010)
,Category:Chinese Civil War
,Category:Colombian conflict
,Category:War in Darfur
,Category:Eritrean War of Independence
,Category:Ethiopian civil conflict (2018–present)
,Category:Ethiopian Civil War
,Category:First Congo War
,Category:First Sudanese Civil War
,Category:Greek Civil War
,Category:Guatemalan Civil War
,Category:Internal conflict in Bangladesh
,Category:Internal conflict in Myanmar
,Category:Internal conflict in Peru
,Category:Ituri conflict
,Category:Lebanese Civil War
,Category:Nepalese Civil War
,Category:Nicaraguan Revolution
,Category:Nigerian Civil War
,Category:Salvadoran Civil War
,Category:Second Congo War
,Category:Somali Civil War
,Category:Second Sudanese Civil War
,Category:Vietnam War
Member states of the Organisation internationale de la Francophonie,Category:Albania
,Category:Andorra
,Category:Armenia
,Category:Belgium
,Category:Benin
,Category:Bulgaria
,Category:Burundi
,Category:Cambodia
,Category:Cameroon
,Category:Canada
,Category:Central African Republic
,Category:Chad
,Category:Democratic Republic of the Congo
,Category:Republic of the Congo
,Category:Equatorial Guinea
,Category:France
,Category:French America
,Category:French Community of Belgium
,Category:Gabon
,Category:Greece
,Category:Guinea
,Category:Guinea-Bissau
,Category:Haiti
,Category:Ivory Coast
,Category:Laos
,Category:Luxembourg
,Category:Mauritius
,Category:Morocco
,Category:New Brunswick
,Category:Quebec
,Category:Rwanda
,Category:Switzerland
,Category:Togo
,Category:Tunisia
Bilateral relations of Israel,Category:Bilateral military relations of Israel
,Category:Afghanistan–Israel relations
,Category:Albania–Israel relations
,Category:Algeria–Israel relations
,Category:Angola–Israel relations
,Category:Antigua and Barbuda–Israel relations
,Category:Argentina–Israel relations
,Category:Armenia–Israel relations
,Category:Australia–Israel relations
,Category:Austria–Israel relations
,Category:Azerbaijan–Israel relations
,Category:Bahrain–Israel relations
,Category:Bangladesh–Israel relations
,Category:Barbados–Israel relations
,Category:Belarus–Israel relations
,Category:Belgium–Israel relations
,Category:Belize–Israel relations
,Category:Bhutan–Israel relations
,Category:Bosnia and Herzegovina–Israel relations
,Category:Brazil–Israel relations
,Category:Bulgaria–Israel relations
,Category:Burkina Faso–Israel relations
,Category:Burundi–Israel relations
,Category:Cambodia–Israel relations
,Category:Cameroon–Israel relations
,Category:Canada–Israel relations
,Category:Cape Verde–Israel relations
,Category:Central African Republic–Israel relations
,Category:Chile–Israel relations
,Category:China–Israel relations
,Category:Colombia–Israel relations
,Category:Costa Rica–Israel relations
,Category:Croatia–Israel relations
,Category:Cuba–Israel relations
,Category:Cyprus–Israel relations
,Category:Czech Republic–Israel relations
,Category:Czechoslovakia–Israel relations
,Category:Democratic Republic of the Congo–Israel relations
,Category:Denmark–Israel relations
,Category:Dominican Republic–Israel relations
,Category:East Germany–Israel relations
,Category:Ecuador–Israel relations
,Category:Egypt–Israel relations
,Category:El Salvador–Israel relations
,Category:Equatorial Guinea–Israel relations
,Category:Estonia–Israel relations
,Category:Eswatini–Israel relations
,Category:Ethiopia–Israel relations
,Category:Israel–Federated States of Micronesia relations
,Category:Fiji–Israel relations
,Category:Finland–Israel relations
,Category:France–Israel relations
,Category:Gabon–Israel relations
,Category:The Gambia–Israel relations
,Category:Georgia (country)–Israel relations
,Category:Germany–Israel relations
,Category:Ghana–Israel relations
,Category:Greece–Israel relations
,Category:Grenada–Israel relations
,Category:Guatemala–Israel relations
,Category:Guinea–Israel relations
,Category:Guinea-Bissau–Israel relations
,Category:Guyana–Israel relations
,Category:Haiti–Israel relations
,Category:Holy See–Israel relations
,Category:Hungary–Israel relations
,Category:Iceland–Israel relations
,Category:India–Israel relations
,Category:Iran–Israel relations
,Category:Iraq–Israel relations
,Category:Ireland–Israel relations
,Category:Israel–Italy relations
,Category:Israel–Ivory Coast relations
,Category:Israel–Jamaica relations
,Category:Israel–Japan relations
,Category:Israel–Jordan relations
,Category:Israel–Kazakhstan relations
,Category:Israel–Kenya relations
,Category:Israel–Kosovo relations
,Category:Israel–Kyrgyzstan relations
,Category:Israel–Latvia relations
,Category:Israel–Lebanon relations
,Category:Israel–Lesotho relations
,Category:Israel–Liberia relations
,Category:Israel–Libya relations
,Category:Israel–Lithuania relations
,Category:Israel–Madagascar relations
,Category:Israel–Malaysia relations
,Category:Israel–Mali relations
,Category:Israel–Mauritania relations
,Category:Israel–Mauritius relations
,Category:Israel–Mexico relations
,Category:Israel–Moldova relations
,Category:Israel–Monaco relations
,Category:Israel–Mongolia relations
,Category:Israel–Montenegro relations
,Category:Israel–Morocco relations
,Category:Israel–Mozambique relations
,Category:Israel–Myanmar relations
,Category:Israel–Nepal relations
,Category:Israel–Netherlands relations
,Category:Israel–New Zealand relations
,Category:Israel–Niger relations
,Category:Israel–Nigeria relations
,Category:Israel–North Korea relations
,Category:Israel–North Macedonia relations
,Category:Israel–Norway relations
,Category:Israel–Oman relations
,Category:Israel–Pakistan relations
,Category:Israel–State of Palestine relations
,Category:Israel–Panama relations
,Category:Israel–Papua New Guinea relations
,Category:Israel–Paraguay relations
,Category:Israel–Peru relations
,Category:Israel–Philippines relations
,Category:Israel–Poland relations
,Category:Israel–Portugal relations
,Category:Israel–Qatar relations
,Category:Republic of the Congo–Israel relations
,Category:Israel–Romania relations
,Category:Israel–Russia relations
,Category:Israel–Rwanda relations
,Category:Israel–Saint Lucia relations
,Category:Israel–Saudi Arabia relations
,Category:Israel–Senegal relations
,Category:Israel–Serbia relations
,Category:Israel–Seychelles relations
,Category:Israel–Singapore relations
,Category:Israel–Slovakia relations
,Category:Israel–Slovenia relations
,Category:Israel–South Africa relations
,Category:Israel–South Korea relations
,Category:Israel–South Sudan relations
,Category:Israel–Soviet Union relations
,Category:Israel–Spain relations
,Category:Israel–Sri Lanka relations
,Category:Israel–Sudan relations
,Category:Israel–Suriname relations
,Category:Israel–Sweden relations
,Category:Israel–Switzerland relations
,Category:Israel–Syria relations
,Category:Israel–Taiwan relations
,Category:Israel–Tanzania relations
,Category:Israel–Thailand relations
,Category:Israel–Togo relations
,Category:Israel–Tunisia relations
,Category:Israel–Turkey relations
,Category:Israel–Turkmenistan relations
,Category:Israel–Uganda relations
,Category:Israel–Ukraine relations
,Category:Israel–United Arab Emirates relations
,Category:Israel–United Kingdom relations
,Category:Israel–United States relations
,Category:Israel–Uruguay relations
,Category:Israel–Uzbekistan relations
,Category:Israel–Venezuela relations
,Category:Israel–Vietnam relations
,Category:Israel–West Germany relations
,Category:Israel–Yemen relations
,Category:Israel–Yugoslavia relations
,Category:Israel–Zambia relations
,Category:Israel–Zimbabwe relations
Lebanese National Movement,Category:Lebanese Communist Party
,Category:Progressive Socialist Party
Articles with failed verification from May 2019,
States and territories established in 1985,
Arab Winter,Category:Arab Winter by country
,Category:Iran–Saudi Arabia proxy conflict
,Category:Islamic State of Iraq and the Levant
,Category:Operation Inherent Resolve
,Category:Refugees of the Arab Winter
,Category:Timelines of the Arab Winter
,Category:Works about the Arab Winter
Lebanese people of Palestinian descent,Category:Palestinian emigrants to Lebanon
Articles with SUDOC identifiers,
Tourist attractions in Lebanon,Category:Tourist attractions in Beirut
,Category:Lists of tourist attractions in Lebanon
,Category:Archaeological sites in Lebanon
,Category:Cathedrals in Lebanon
,Category:Caves of Lebanon
,Category:Entertainment events in Lebanon
,Category:Entertainment venues in Lebanon
,Category:Fountains in Lebanon
,Category:Gardens in Lebanon
,Category:Golf clubs and courses in Lebanon
,Category:Hiking trails in Lebanon
,Category:Lakes of Lebanon
,Category:Landmarks in Lebanon
,Category:Museums in Lebanon
,Category:Nightclubs in Lebanon
,Category:Parks in Lebanon
,Category:Religious buildings and structures in Lebanon
,Category:Ruins in Lebanon
,Category:Sidon
,Category:Squares in Lebanon
,Category:Tourist attractions in the Golan Heights
,Category:Waterfalls of Lebanon
,Category:World Heritage Sites in Lebanon
2000s conflicts,Category:Afghan Civil War (1996–2001)
,Category:War in Afghanistan (2001–2021)
,Category:Basque conflict
,Category:2000s battles
,Category:Conflicts in 2000
,Category:Conflicts in 2001
,Category:Conflicts in 2002
,Category:Conflicts in 2003
,Category:Conflicts in 2004
,Category:Conflicts in 2005
,Category:Conflicts in 2006
,Category:Conflicts in 2007
,Category:Conflicts in 2008
,Category:Conflicts in 2009
,Category:2000s coups d'état and coup attempts
,Category:Eelam War III
,Category:Eelam War IV
,Category:Insurgency in Khyber Pakhtunkhwa
,Category:Insurgency in Northeast India
,Category:Insurgency in the North Caucasus
,Category:Iraq War
,Category:Iraqi insurgency (2003–2011)
,Category:2000s labor disputes and strikes
,Category:Nagorno-Karabakh conflict
,Category:Papua conflict
,Category:2000s riots
,Category:Second Chechen War
,Category:Second Congo War
,Category:Somali Civil War
,Category:Somali Civil War (2009–present)
,Category:Somalia War (2006–2009)
,Category:South Thailand insurgency
,Category:Sri Lankan Civil War
,Category:Transnistria conflict
,Category:War on Terror
,Category:Xinjiang conflict
Wars involving the Islamic State of Iraq and the Levant,Category:Boko Haram insurgency
,Category:Insurgency in Khyber Pakhtunkhwa
,Category:Iraqi insurgency (2011–2013)
,Category:ISIL insurgency in Iraq (2017–present)
,Category:Military operations involving the Islamic State of Iraq and the Levant
,Category:Second Libyan Civil War
,Category:Sinai insurgency
,Category:Syrian civil war spillover in Lebanon
,Category:Turkey–ISIL conflict
,Category:War in Afghanistan (2001–2021)
,Category:Yemeni Civil War (2014–present)
Articles with dead external links from March 2020,
History of the Jews in the Middle East,Category:History of the Jews in the Arabian Peninsula
,Category:Jewish Egyptian history
,Category:Jewish Persian and Iranian history
,Category:Jewish Iraqi history
,Category:Jewish Kurdish history
,Category:Jewish Lebanese history
,Category:History of the Jews in the Mashriq
,Category:Jews and Judaism in Ottoman Syria
,Category:History of the Jews in Palestine (region)
,Category:Jewish Syrian history
Films about armoured warfare,
Articles with MusicBrainz area identifiers,
Law-related lists,Category:Law lists by country
,Category:Animal welfare and rights by country
,Category:Case law lists
,Category:Copyright law lists
,Category:Lists of courthouses
,Category:Crime-related lists
,Category:Lists of judges
,Category:Law enforcement-related lists
,Category:Lists of law schools
,Category:Lists of legal professionals
,Category:Lists of law firms
,Category:Lists of law lists
,Category:Lists of lawsuits
,Category:Lists of legislation
,Category:Patent law lists
,Category:Lists of people by legal status
,Category:Lists of referendums
,Category:Lists of trademarks
,Category:Lists of treaties
,Category:Lists of United Nations Security Council resolutions
1982 in Lebanon,Category:1982 disestablishments in Lebanon
,Category:1982 establishments in Lebanon
,Category:1982 Lebanon War
,Category:1982 crimes in Lebanon
,Category:1982 in Lebanese sport
Mountains of Lebanon,
