Sentence,Label
"“The responsible people should be fired to show that such a failure has consequences,” he said.",Distant_Expectations_Consequences
"Danske Bank said it had taken action against former and current staff, but in Denmark, which regularly features in surveys as one of the world’s least corrupt countries, politicians were critical of it for not revealing how much money may have been laundered or who held legal responsibility.",Distant_Evaluation
"Business minister Rasmus Jarlov said that Denmark wanted to avoid a scenario like the one in Latvia where ABLV was accused by U.S. authorities of covering up money laundering, leading to the bank being denied U.S. dollar funding and collapsing.",Distant_Evaluation
"“We’re dealing with it here, and we crack down hard on money laundering, and we hope this is being noticed abroad,” he said.",Distant_Expectations_Consequences
LONDON (Reuters) - European stock markets ended broadly flat on Wednesday in a session of choppy trading amidst trade talks between the U.S. and China and uncertainty over U.S. President Donald Trump’s legal woes.,Main
"Traders work at Frankfurt's stock exchange in Frankfurt, Germany, February 6, 2018.",NA
REUTERS/Ralph Orlowski,NA
The pan-European STOXX 600 was flat in percentage terms at its close as investors waited to see whether the United States and China could make progress towards resolving their trade conflict.,Main
"Political developments in the United States have had limited effects, at least so far.",Distant_Evaluation
"U.S. President Donald Trump’s former lawyer, Michael Cohen, pleaded guilty to campaign finance violations on Tuesday and former campaign manager, Paul Manafort, was found guilty on charges of tax and bank fraud.",Cause_General
"“Stock markets are mixed as trade talks still dominate the headlines,” David Madden, market analyst at CMC Markets UK, said in a note.",Distant_Evaluation
"While a rise in the oil price boosted oil stocks .SXEP and miners .SXPP also powered ahead, autos .SXAP were notable underperformers.",Main
The sector dropped more than 3 percent and was on track for its biggest daily fall since the Brexit vote in June 2016 after automotive supplier Continental AG (CONG.DE) dropped more than 14 percent on the back of a profit warning.,Distant_Evaluation
"Continental cut its 2018 sales and margin guidance, citing lower revenues, higher costs for developing hybrid and electric car technologies, and unspecified warranty claims.",Cause_General
"“While most profit warnings are by definition a surprise, this one is all the more concerning as most of these headwinds were flagged and should have been evident when the company reported H2 results on 2 August; higher warranty costs being an exception,” analysts at Jefferies said in a note.",Distant_Evaluation
"Elsewhere, shares in Belgian biopharma Argenx (ARGX.BR) rose 4.7 percent after Abbvie (ABBV.N) exercised an option to develop and commercialize a drug.",Main
"Among smaller companies, Adyen (ADYEN.AS), the Dutch company which processes payments for Netflix and Facebook, reported H1 profit up 75 percent and jumped 4.3 percent.",Main
"Though Atlantia (ATL.MI) rose earlier in the session, shares in the Italian infrastructure group declined steadily throughout the day and ended nearly 4 percent lower.",Main
The group said it had started looking at the impact on its shares and bonds of government plans to strip it of its motorway concessions after the Genoa bridge collapse.,Distant_Evaluation
Linde (LING.DE) dipped 0.6 percent after warning that divestments needed to secure approval for its planned tie-up with Praxair had a size that would allow either party to abandon the deal.,Main
The industrial gases supplier nevertheless added that it was in constructive talks to salvage the $83 billion merger.,Distant_Evaluation
"NEW YORK (Reuters) - The U.S. dollar continued its slide on Wednesday as political pressure on President Donald Trump increased, and dipped briefly near session lows after the release of Federal Reserve meeting minutes which included cautious comments on trade.",Main
"Bank notes of different currencies, including Euro, U.S. Dollar, Turkish Lira or Brazilian Reais, are photographed in Frankfurt, Germany, in this illustration picture taken May 7, 2017.",NA
REUTERS/Kai Pfaffenbach/Illustration,NA
Trump suffered twin setbacks on Tuesday with two former advisers facing possible prison sentences - and one of them saying Trump told him to commit a crime - possibly hurting his Republican Party’s November midterm election prospects and widening a criminal investigation that has overshadowed his presidency.,Cause_General
This dampened investor appetite for riskier investments across asset classes.,Distant_Evaluation
"Some analysts said renewed U.S. political uncertainty could keep the dollar under pressure, although the immediate currency impact was modest.",Distant_Expectations_Consequences
"The dollar index, which fell sharply this week after Trump criticized the U.S. Federal Reserve’s interest-rate increases, was down 0.3 percent to a daily low of 94.93.",Cause_Specific
“Political pressure on Trump is increasing ... reducing the likelihood that he will have the political capital to continue driving fiscal stimulus in the U.S. economy.,Distant_Evaluation
"This suggests to many market participants that the era of U.S. outperformance is likely to end,” said Karl Schamotta, director of FX strategy and structured products at Cambridge Global Payments in Toronto.",Distant_Expectations_Consequences
"The dollar also dipped briefly, before recovering, on the release of minutes from the Fed’s last meeting.",Cause_General
U.S. central bankers discussed raising interest rates soon to counter excessive economic strength but also examined how global trade disputes could batter businesses and households.,Distant_Evaluation
"“The FX market did react negatively, with the dollar falling, to cautious comments on trade and emerging markets, as the Fed flagged the downside risks.",Distant_Evaluation
"Perhaps the market is extrapolating that it could mean a pause in tightening,” said Shaun Osborne, chief FX strategist at Scotiabank in Toronto.",Distant_Evaluation
"But the dollar has been on the defensive recently, said Osborne, and the market is taking any excuse to add to shorts.",Distant_Evaluation
"Easing fears about a currency crisis in Turkey and the Italian budget, as well as short-covering, sent the euro up for the sixth consecutive day.",Cause_General
The euro gained 0.5 percent to a session high of $1.162.,Cause_General
That marked a nearly three-cent rebound for the single currency from 14-month lows hit last week on fears of contagion from the Turkish currency crisis and renewed worries about Italian political turbulence.,Distant_Evaluation
The U.S.-China trade talks were set to begin later on Wednesday in Washington.,Distant_Evaluation
Expectations were generally low given they do not involve high-level officials.,Distant_Evaluation
The dollar strengthened mostly against the Japanese yen to 110.53 yen.,Cause_General
"It had weakened to 109.76 overnight, its lowest since late June.",Cause_Specific
"LONDON (Reuters) - Schroders (SDR.L) could soon help manage the money of people with significantly less in their bank accounts than the super-rich it has targeted so far, if talks with Lloyds (LLOY.L) about a wealth management tie-up succeed.",Distant_Expectations_Consequences
"Schroders, Britain’s second largest listed fund management group by assets under management and Lloyds Banking Group, Britain’s biggest retail lender, confirmed on Sunday they are in talks, but gave no further details.",Main
"However, sources familiar with the discussions confirmed details of a Sky News report which said Lloyds would roll 13.8 billion pounds ($18 billion) of client money into a joint venture with Schroders, which would contribute its technology, operational platform and investment skills.",Cause_General
"This would allow Schroders to access thousands of so-called mass affluent, those with hundreds of thousands of pounds, rather than millions or billions, in investable capital.",Distant_Expectations_Consequences
It would be the latest step in a long-standing plan by Schroders to diversify its revenues and follow other recent acquisitions in the sector as the industry consolidates.,Distant_Evaluation
"Rathbone (RAT.L) bought Scotland’s Speirs & Jeffrey for 104 million pounds earlier this year, but as one of the only large British asset managers with a significant wealth management arm, analysts do not expect the Schroders talks to trigger copy-cat deals.",Distant_Historical
“A relationship with Lloyds could be an important source of new assets in Schroders’ home market.,Distant_Expectations_Consequences
"This points to management’s flexibility in the way it goes to market and to its savvy around building distribution relationships,” Bernstein analyst Edward Houghton said in a note to investors.",Distant_Evaluation
"Lloyds (LLOY.L), which is looking for ways to diversify its business mix from banking, where further expansion is limited, has targeted insurance and wealth and made them a key pillar of its most recent three-year strategy outlined in February.",Cause_General
"The bank, which would own 50.1 percent of the joint venture, stood to gain from Schroders’ investment skills and greater diversification, analysts said.",Distant_Expectations_Consequences
"FILE PHOTO: A woman looks at her phone as she walks past a branch of Lloyds bank in London, Britain, July 20, 2018.",NA
REUTERS/Toby Melville,NA
"Lloyds is also discussing taking a minority stake in Schroders’ Cazenove Capital wealth management arm, which manages the money of its existing wealthy clients.",Cause_General
MANDATE,Cause_General
The third pillar of the deal would see Schroders secure a high-profile new business mandate to manage 109 billion pounds of Lloyd’s insurance assets.,Cause_General
"This has been up for grabs since February, when Lloyds ended a management deal with newly-merged Standard Life Aberdeen (SLA.L) which it said had become a “material competitor”.",Cause_General
The annual revenue associated with the Lloyds asset management contracts represented around 130 million pounds.,Cause_General
"Since then, several of the world’s biggest asset managers have competed for the mandate, which analysts at UBS said could add between 5 and 7 percent to Schroders earnings.",Distant_Expectations_Consequences
"“It would give Schroders an important scale advantage when attempting to win further mandates from insurers, given the scale-driven nature of the business,” they said, flagging a price target of 3,600 pence and ‘buy’ rating.",Distant_Expectations_Consequences
"Schroders, whose shares were 0.2 percent lower at 1216 GMT, saw its existing wealth management business post a solid first half, with net income up 8 percent to 144 million pounds and pre-tax profit of 38 million pounds.",Cause_General
The FTSE 100 .FTSE index was down 0.7 percent.,Cause_General
"For Lloyds, whose shares were down 0.9 percent, the plans involve leveraging its position to be able to offer insurance and wealth services under the same roof via its insurance subsidiary Scottish Widows.",Distant_Expectations_Consequences
"“Something like this I think will be transformative from the perspective of the growth of that business,” John Cronin, financials analyst at Goodbody, told Reuters.",Distant_Evaluation
($1 = 0.7672 pounds),NA
"Italy's largest bank UniCredit is pictured in downtown Milan September 12, 2013.",NA
REUTERS/Stefano Rellandini ( ITALY - Tags: BUSINESS) - GM1E99C1OND01,NA
LONDON (Reuters Breakingviews) - Jean Pierre Mustier can’t be faulted for his ambition.,Distant_Evaluation
"In the middle of a demanding turnaround of UniCredit, the Frenchman has once again raised the idea of merging Italy’s biggest bank by assets with his former employer Société Générale, according to the Financial Times.",Cause_Specific
The much-mooted combination would create a behemoth stretching from France to Russia.,Distant_Expectations_Consequences
But Italy’s radical new government presents a fresh obstacle.,Main
There are good reasons why the idea of uniting the two lenders has been kicked around for a decade and a half – and why it has not happened.,Distant_Evaluation
"The combined bank would derive over two-fifths of its revenue from France, Italy and Germany, and another 16 percent from eastern Europe, according to analysts at KBW.",Distant_Expectations_Consequences
Its bigger investment banking unit would be better able to compete with American rivals.,Distant_Expectations_Consequences
"Jefferies analysts reckon the two could cut costs by around 1.6 billion euros a year before tax, equal to 18 percent of their combined 2017 pre-tax profit.",Distant_Expectations_Consequences
"The merger would also fulfil the European Central Bank’s aspirations for bigger, more diversified European banks.",Distant_Expectations_Consequences
"Though past talks have foundered on clashing executive egos, there is some overlap between the two lenders’ respective management teams.",Cause_General
Mustier once ran SocGen’s investment banking arm.,Distant_Historical
"The 30 billion euro French group’s Chairman, Lorenzo Bini Smaghi, is a respected Italian economist and former ECB board member.",Cause_General
Yet the usual barriers to cross-border European consolidation still apply.,Cause_General
The larger bank would face extra capital requirements and struggle to mesh disparate computer systems.,Distant_Expectations_Consequences
"A merger would also do little to lower national barriers that require UniCredit’s German unit to maintain an unusually high capital buffer, more than a decade after the Italian group took control.",Distant_Expectations_Consequences
"The new stumbling block, however, is Italy’s politics.",Main
"The 32 billion UniCredit holds 51 billion euros of Italian government bonds, making it vulnerable to doubts about the new government’s commitment to the single currency.",Cause_General
"The administration’s policies would also make Italy’s labour market less flexible, and could make it harder for lenders to seize collateral backing bad loans.",Distant_Expectations_Consequences
"Despite a recent bounce, UniCredit shares are down 17 percent over the past two weeks.",Cause_General
Shifting UniCredit’s head office to Paris might help to insulate the bank’s non-Italian operations from political turmoil in Rome.,Distant_Expectations_Consequences
"But unless Italy’s euro zone tantrums diminish, the SocGen merger dream looks likely to remain just that.",Distant_Expectations_Consequences
LONDON (Reuters) - European shares fell on Monday as worries about U.S. trade policies and concerns about German Chancellor Angela Merkel’s coalition government weighed on sentiment.,Main
"FILE PHOTO: The London Stock Exchange Group offices are seen in the City of London, Britain, December 29, 2017.",NA
REUTERS/Toby Melville/File Photo,NA
Economic data also failed to reassure investors with euro zone factory growth slowing to an 18-month low in June amid widespread concerns about new trade barriers.,Cause_General
The pan-European STOXX 600 ended the session down 0.8 percent with losses across the continent and sectors.,Main
"“As has become the pattern of late, the markets sank on Monday morning following the latest weekend tariff talk from (U.S. President) Donald Trump, presumably to leave investors scrabbling about for any signs of trade war-avoidance across the rest of the week,” commented Spreadex analyst Connor Campbell.",Distant_Evaluation
The European Union has warned the United States that imposing import tariffs on cars and car parts would harm its own automotive industry and likely lead to counter-measures.,Cause_General
Germany's trade-sensitive DAX .GDAXI was down 0.6 percent.,Main
"Merkel is to make a last-ditch effort to end a migration row with her conservative CSU allies by holding talks with her interior minister, whose offer to resign cast doubt over whether her fragile government can survive.",Distant_Expectations_Consequences
"“The risk that the CSU may walk out of the government in Berlin, turning Merkel into the leader of a minority government, remains serious,” said Holger Schmieding from Berenberg.",Distant_Evaluation
"In Frankfurt, shares in consumer electronics retailer Ceconomy (CECG.DE) were up 8.6 percent after news that telecoms company Freenet (FNTGn.DE), down 2.7 percent, would acquire a 9 percent stake.",Cause_General
"In Paris, Airbus (AIR.PA) shares fell 2.5 percent after Bloomberg News reported the European planemaker would miss its delivery target for Pratt & Whitney-powered (UTX.N) A320neo narrow-body jets this year.",Main
"French supermarket retailer Carrefour (CARR.PA) and British peer Tesco (TSCO.L) lost 0.9 percent and 0.2 percent respectively after they announced plans to form a global long-term purchasing alliance, as they seek to cut costs.",Main
"“An entente cordiale between the two giants of British and French retailing is yet another sign that squeezing the cost base is the biggest priority for supermarkets as they seek to contain the discounters and protect margins”, said Neil Wilson chief market analyst at Markets.com.",Distant_Evaluation
"In London, the FTSE 100 was down 1.2 percent as tensions over Brexit continue within Prime Minister Theresa May’s cabinet and a new poll showed a record 75 percent of major British companies were now pessimistic about leaving the EU.",Main
"British gambling technology company Playtech (PTEC.L) posted the worst performance, losing over 26 percent after it disappointed investors with a trading update.",Main
"Among rare winners, British software company Micro Focus International (MCRO.L) was up 1.5 percent after it said it had agreed to sell its Linux operating system SUSE business to a private equity fund advised by Sweden’s EQT Partners for $2.535 billion.",Cause_General
Milan's FTSE MIB .FTMIB was down 0.9 percent with Italian pharmaceutical group Recordati (RECI.MI) falling 12.5 percent after a consortium of investment funds controlled by CVC Capital Partners has agreed to buy a stake at a discount.,Main
LONDON (Reuters) - Borrowing costs in southern Europe shot up on Friday and stock markets in Milan and Madrid fell as threatened no-confidence motions against Spain’s prime minister exacerbated a sell-off provoked by growing political risk in Italy.,Main
"FILE PHOTO: Spain's Prime Minister Mariano Rajoy arrives to attend a 2018 budget plenary session at Parliament in Madrid, Spain, May 23, 2018.",NA
"Picture taken May 23, 2018.",NA
REUTERS/Paul Hanna,NA
"The opposition Socialists presented one no-confidence motion in Prime Minister Mariano Rajoy to the Spanish parliament while his former allies, Ciudadanos, issued him with an ultimatum: call an election or face their own, second such motion..",Main
The moves over a graft case involving members of Rajoy’s People’s Party prompted heavy selling of Spanish bonds in one of the biggest weekly moves on the euro zone government debt market in years.,Main_Consequence
"This, and a sharp drop in Spanish stocks, contributed to further falls in the euro on currency markets.",Main_Consequence
"It also gave investors an incentive to get out of Italian assets, which have already been rattled by the prospect of a spendthrift coalition government in Rome comprising the anti-establishment 5-Star Movement and far-right League.",Distant_Evaluation
Italy’s 2-year bond yield climbed more than 30 basis points to its highest level in over four years at 0.67 percent.,Main_Consequence
"It was up 19 bps in late trade, marking its biggest daily jump since 2014 and biggest weekly rise in five years.",Main_Consequence
A little over a week ago it was trading below zero percent.,Cause_General
"To view a graphic on Italy's 2-year bond yield rockets, click: reut.rs/2KUHAwi",NA
"Ten-year bond yields in Spain, Italy and Portugal were up 5 to 6 bps each.",Main_Consequence
Spain’s benchmark stock index fell 1.7 percent.,Main_Consequence
"“It’s the same theme in Spain and Italy but different stories,” said Investec chief economist Philip Shaw.",Distant_Evaluation
"“While in Italy you have the prospects of a highly confrontational government, in Spain - even if we get fresh elections - the mix of parties likely to make up a new government would likely be the same as the present one.”",Distant_Expectations_Consequences
"The closely-watched Italy-Germany 10-year spread, seen by many investors as a proxy for sentiment towards the euro zone, was at its widest in four years at 215 bps.",Main_Consequence
"German bonds, viewed as one of the safest assets in the world, benefited from the turmoil, with 10-year Bund yields set for their biggest weekly fall since the euro zone debt crisis year of 2012, down 18 bps.",Main_Consequence
"To view a graphic on Germany's 10-year bond yield, click: reut.rs/2J91pmo",NA
Britain’s 10-year gilt yield was on track for its biggest weekly fall since just after the 2016 Brexit vote.,Main_Consequence
Demand for U.S. Treasuries was also lifted by the sell-off in southern European markets.,Cause_General
The euro extended losses and fell by over half a percent to a 6 1/2-month low at $1.16465.,Main_Consequence
"The sell-off in Italian and Spanish stocks deepened, with Italy’s FTSE MIB benchmark down 1.5 percent.",Main_Consequence
Spain’s IBEX was on course for its worst day since global market turmoil in early February.,Distant_Evaluation
Bank stocks were the worst hit with the euro zone banks index down 1.9 percent and also set for its biggest fall since early February.,Main_Consequence
Nearly twice the average daily volume was traded in Spain’s Caixabank and Santander as well as in Italy’s Banco BPM and Intesa Sanpaolo.,Cause_General
"“The underlying basics (for Spain’s economy) long-term are strong,” said a Madrid-based executive at an investment advisory firm who asked not be named.",Distant_Evaluation
“The country is growing but uncertainty is never good for any type of outlook and that’s going to impact the stock market.”,Distant_Evaluation
SPAIN RATTLED,Main_Consequence
"Spanish 10-year government bond yields rose 9 basis points to 1.52 percent, pushing the gap over German Bund yields to 112 bps - its widest since early January.",Main_Consequence
"It has blown out 16 bps this week, the biggest spread widening in almost two years.",Main_Consequence
"Pierre Bose, head of European strategy at Credit Suisse, said that until now investors had had little Spanish political risk to worry about, apart the row between Madrid and Barcelona over an illegal Catalan independence referendum last year.",Distant_Evaluation
"“Up until now, if you put Catalonia to one side, it was a relatively benign environment,” he said, adding that he remained positive on Spanish equities.",Distant_Evaluation
"“This increases the level of noise, but does it change the earnings pattern at this point?",Distant_Evaluation
Not really.”,Distant_Evaluation
"The cost of insuring exposure to Spanish debt in the five-year credit default swaps market rose to its highest since the end of October at 65 bps, according to IHS Markit.",Main_Consequence
"But Italian CDS traded at 166 basis points, the highest in nearly a year.",Main_Consequence
"To view a graphic on europe peripheral bond spreads and eurchf, click: reut.rs/2GQnMrB",NA
"KUALA LUMPUR (Reuters) - Malaysia intends to recover all funds illicitly taken from 1Malaysia Development Berhad (1MDB), and determine whether there are grounds for claims against companies, including Goldman Sachs (GS.N), that profited from dealing with the beleaguered state fund.",Main
"FILE PHOTO: Men walk past a 1 Malaysia Development Berhad (1MDB) billboard at the fund's flagship Tun Razak Exchange development in Kuala Lumpur March 1, 2015.",NA
REUTERS/Olivia Harris/File Photo,NA
"Finance Minister Lim Guan Eng told Reuters in an interview on Thursday that a plan was “on the table” to ask all individuals and political parties to return money that came from 1MDB, which was allegedly used as a slush fund by former prime minister Najib Razak.",Distant_Evaluation
"Having defeated his former protege in an election last month, Prime Minister Mahathir Mohamad’s administration has launched an investigation into how the fund founded by Najib lost billions of dollars.",Cause_Specific
"Najib has consistently denied any wrongdoing, and repeated earlier this week that he did not benefit or steal money from 1MDB.",Cause_General
Lim said the government would also scrutinize the $600 million paid in fees to Goldman Sachs for raising nearly $6.5 billion in three bond sales between 2012 and 2013 for 1MDB.,Distant_Expectations_Consequences
Critics said the fees earned from those bond issues were far in excess of the normal 1-2 percent fees a bank could expect.,Distant_Evaluation
"“We will be looking at the possibility of seeking claims from Goldman Sachs, where there are grounds to do so... definitely,” Lim told Reuters in an interview.",Distant_Expectations_Consequences
Reuters had reported last week that according to sources familiar with the issue Malaysia is considering asking the U.S. Department of Justice (DoJ) to get Goldman Sachs to return fees earned from the bond issues.,Cause_General
"Civil lawsuits filed in 2016 by the DOJ alleged that over $2.5 billion raised from those bonds were misappropriated by high-level 1MDB officials, their relatives and associates.",Distant_Historical
He also said Malaysia will look at the conduct of other banks involved in 1MDB transactions.,Distant_Expectations_Consequences
"“We’ve got to see the nexus, whether they were at fault.”",Distant_Evaluation
"Lim said the United Malay National Organisation (UMNO), the party Najib had led until his election defeat, and from which Mahathir resigned in order to join the opposition, was not the only party to have received 1MDB money.",Distant_Evaluation
"“To be fair, UMNO is not the only political party that received money,” Lim said.",Distant_Evaluation
"“Those who have taken money from 1MDB, should return it to the country.”",Distant_Evaluation
INTERNATIONAL EFFORT,Cause_General
"Lim said the DOJ and enforcement agencies in several other countries were giving strong cooperation to Malaysia’s efforts to recoup 1MDB funds, and bring prosecutions.",Cause_General
"A proposal to monetize assets acquired using 1MDB funds that U.S. authorities are looking to seize under its anti-kleptocracy program was an option under consideration, Lim said.",Distant_Evaluation
"The DOJ is seeking to seize $1.7 billion in assets allegedly bought with funds stolen from 1MDB, including a Picasso painting, shares in a Hollywood production company, a yacht and nearly $200 million in jeweler.",Cause_General
"Last month, Malaysian police said that cash worth 114 million ringgit ($28.6 million), jewelry and over 400 luxury handbags were seized from several apartments linked to Najib, as part of their probe into 1MDB.",Cause_Specific
Lim said his ministry is also investigating several “highly suspicious” deals made by Najib’s administration to determine if they were carried out to help pay for 1MDB dues.,Cause_General
"He declined to identify the deals, but said Malaysia was investigating state-run palm oil agency Felda’s $500 million acquisition of a non-controlling stake in Indonesia’s PT Eagle High Plantations Tbh (BWPT.JK).",Cause_General
"He did not say if the Felda deal, which was criticized for being expensive, was linked to 1MDB.",Distant_Evaluation
"Last month, the finance ministry said about $500 million raised from a land sale by the government to the central bank, along with funds from sovereign wealth fund Khazanah Nasional, were used to pay 1MDB’s liabilities in 2017.",Cause_Specific
Lim said the government will have to pay an estimated 50 billion ringgit in debts and interest accumulated by 1MDB.,Distant_Expectations_Consequences
"“We are forced to pay that much against our will,” Lim said, adding that the government has sufficient funds, but may consider restructuring debt to clear 1MDB’s dues if it can secure better yields.",Distant_Evaluation
($1 = 3.9835 ringgit),NA
"MILAN (Reuters) - Italy’s political crisis risks undoing years spent rebuilding the country’s banks, undermining the value of their assets, choking off access to funding and rekindling euro exit fears.",Main
Renewed doubts over the single currency have chilled Italy’s bond markets and reawakened the spectre of capital flight that shook Italian banks during the 2011-2012 sovereign crisis.,Distant_Evaluation
"As a result, Italy’s lenders .FTIT8300 have lost more than a fifth of their market value in just two weeks, tracking a fall in its bonds as an anti-establishment coalition sought, and failed, to form a government.",Main_Consequence
"Before the political storm, Italy’s banks had been outperforming euro zone rivals after reducing a bad loan burden that had threatened to cripple them.",Cause_General
"And encouraged by Italy’s economic upturn, hedge funds had even piled into the country’s mid-tier lenders, betting on them as the last European recovery play.",Cause_General
But the prospect of snap elections after Italy’s president on Sunday vetoed the coalition’s eurosceptic economy minister has deepened a sell-off on fears of a de facto referendum on the euro and a further boost to anti-establishment parties.,Main_Consequence
"“Risks perceived by investors have risen sharply and that is why they are knocking down the value of Italian banks, which even before the latest turmoil traded below their book values,” said Andrea Resti, a professor at Milan’s Bocconi University and an adviser on banking supervision to the European Parliament.",Distant_Evaluation
"A 2.3 trillion euro public debt pile, the world’s third-largest, poses a direct threat to the banks, which face steep losses on 352 billion euros of domestic bond holdings after Italy’s benchmark yield hit a four-year high.",Distant_Expectations_Consequences
"Former senior International Monetary Fund (IMF) official Carlo Cottarelli speaks to the media after a meeting with Italy's President Sergio Mattarella at the Quirinal Palace in Rome, Italy, May 28, 2018.",NA
REUTERS/Tony Gentile,NA
(Graphic: Italian banks sovereign bond holdings - reut.rs/2L4hmrj),NA
PROPERTY HOPE,Distant_Expectations_Consequences
"Rome’s turmoil could also lift returns demanded by buyers of the bad loans banks are desperately striving to rid themselves of, stalling sales and forcing them to offer bigger discounts.",Distant_Expectations_Consequences
The Bank of Italy forecast on Tuesday 65 billion euros in sales of impaired bank loans this year and urged lenders to press ahead with cutting soured debt.,Cause_General
"Despite a 75 billion euro drop from their post-recession peak of 360 billion euros, problem loans in Italy still account for around 14 percent of total bank lending.",Cause_General
"That is twice the level of neighboring Spain where the clean-up process has been much faster thanks to European Union aid, solid economic growth and a rebound in real estate prices.",Distant_Evaluation
"Claudio Scardovi a managing director at Alix Partners said a lagging property rebound was still likely to draw investors to Italy in the face of real estate bubbles in Britain, the Nordics and to some degree in France.",Distant_Expectations_Consequences
Slideshow (2 Images),NA
"Italy’s real estate market has improved only in large cities such as Milan and Rome, and tourist areas and Francesco Castelli, head of fixed income at Banor Capital, said a continued and more uniform economic expansion was key for the rebound to take a wider grip.",Distant_Evaluation
"“A property investment has an at least five-year horizon: just as the economy was growing again there are doubts about its mid-term prospects,” Castelli said.",Distant_Evaluation
MID-MARKET MAYHEM,Cause_General
"Mid-sized lenders, such as Banco BPM (BAMI.MI), UBI Banca (UBI.MI) and BPER Banca (EMII.MI), are seen as more vulnerable to the turmoil because they lag big players like Intesa Sanpaolo (ISP.MI) and UniCredit (CRDI.MI) in cutting bad loans.",Distant_Evaluation
"Italy’s 10th-largest bank Credito Valtellinese (PCVI.MI) has been among the worst hit, even though just ahead of the March election it managed to raise eight times its market value in a share sale and gain 35 percent in value in its aftermath.",Main_Consequence
"Shares in Creval, which has one of the highest sovereign exposures relative to its capital and a high bad loan burden, are 11 percent below the 0.10 euros at which it sold new shares.",Main_Consequence
Analysts warn that smaller Italian lenders are also the most at risk from rising financing costs.,Distant_Expectations_Consequences
Wholesale funding markets have effectively shut down for Italian banks and traders say they will take a long while to reopen.,Main_Consequence
Italy’s strongest bank Intesa SanPaolo (ISP.MI) placed a 10-year bond IT178534017= after the election at 77 basis points over the swap rate.,Cause_General
"This now trades with a 200 basis point spread, showing how conditions have worsened.",Main_Consequence
"Although tight funding markets are not an immediate concern because most banks are awash with liquidity, they do raise a question mark over plans by state-owned Monte dei Paschi di Siena (BMPS.MI) and smaller rival Banca Carige (CRGI.MI) to rebuild their Tier 2 capital buffers with hybrid debt.",Distant_Evaluation
"Carige CEO Paolo Fiorentino said on Tuesday that political risks had paralyzed markets when asked about the bank’s plan to issue a subordinated bond, a spokeswoman for the bank said.",Distant_Evaluation
Monte dei Paschi declined to comment.,Cause_General
BUENOS AIRES (Reuters) - Opposition politicians and many ordinary Argentines have been quick to criticize President Mauricio Macri’s decision to seek a lifeline from the International Monetary Fund but the gamble could pay off if he is able to avoid onerous terms.,Distant_Evaluation
"Demonstrators march during a protest against the economic measures taken by Argentine President Mauricio Macri's government in Buenos Aires' financial district, Argentina May 9, 2018.",NA
REUTERS/Marcos Brindicci,NA
"Macri and IMF Managing Director Christine Lagarde announced on Tuesday they were opening talks for a financing deal after Argentina’s peso currency touched a new low of 23.5 to the dollar, despite tighter fiscal measures and hiking interest rates up to 40 percent in Latin America’s third-largest economy.",Cause_Specific
"On Wednesday, the Treasury Ministry announced it would seek a stand-by deal’ from the IMF, a type of financing that would likely require more conditions and orthodox policy reforms than a Flexible Credit Line (FCL), such as the more stable economies of Mexico and Colombia have.",Distant_Evaluation
"For many, the announcement brought back memories of a 2001-2002 financial crisis that many blamed on IMF policy prescriptions adopted by the government.",Distant_Evaluation
The crisis was punctuated by a debt default and currency devaluation that tossed millions of middle-class Argentines into poverty.,Distant_Historical
"Opposition politicians, particularly those allied with leftist former President Cristina Fernandez, were quick to denounce the deal, placing “IMF OUT!” signs on their desks in Congress.",Distant_Evaluation
"“Every time Argentina turns to the International Monetary Fund it has been followed by very bad news for Argentina,” Agustin Rossi, head of Fernandez’s party in the lower house, said on Wednesday.",Distant_Evaluation
"In a sign Macri’s government was pressing ahead with its agenda despite the crisis, the Congress passed a long-awaited capital markets reform law quicker than expected on Wednesday.",Main
"But the lower house of Congress was also expected to pass an opposition bid to limit price increases by utilities, following a reduction in government subsidies to help reduce the budget deficit.",Distant_Expectations_Consequences
"The government has said it would veto the bill, which has contributed to market jitters, if it passes both houses.",Distant_Expectations_Consequences
The Merval stock index closed up 6.5 percent after the capital markets bill passed.,Main_Consequence
It had lost 12 percent in the previous five trading sessions.,Cause_General
"“If, by resorting to the IMF, the government manages to stabilize the situation, then the political cost of having this unexpected guest back again may be short-lived,” said Ignacio Labaqui, who analyses Argentina for risk consultancy Medley Global Advisors.",Distant_Expectations_Consequences
RE-ELECTION BID,Distant_Expectations_Consequences
"If the IMF lifeline continues to calm markets and does not dramatically change Macri’s agenda, his gamble on seeking assistance could bear dividends.",Distant_Expectations_Consequences
He will have re-established ties to the Fund in time for the political fallout to settle before his expected 2019 re-election campaign.,Distant_Expectations_Consequences
"But if it fails to restore confidence or requires draconian austerity measures, Macri’s appeal to the IMF could jeopardize his ability to win a second term.",Distant_Expectations_Consequences
“The government is aware of the costs.,Distant_Evaluation
It is a step they would have preferred not to take.,Distant_Evaluation
"They are running the risk of deepening the decline in popularity,” said Juan Cruz Diaz, managing director of Cefeidas Group, a political risk consultancy in Buenos Aires.",Distant_Evaluation
“But this is the moment to make these difficult decisions.”,Distant_Evaluation
"Macri was driven back to the IMF by a perfect storm including a free-falling peso and an economy hobbled by one of the world’s highest inflation rates, running at around 25 percent.",Cause_Specific
