Sentence,Label,Label_general
"The Palestinian right urged commitment to Palestinian unity and the program of its role, followed by the head of the Women's Office, the Front, Umm Saeed, the role of the Palestinian women's resistance and support for the heroes of liberation",Main,main_contents
"The delegation of the movement met Shihab and the ministries of Jumblatt, which contained the fight between Amal and the Palestinians, so that he would be Ghaleb Umgloo",Main,main_contents
And that the qualitative operations of the resistance were able to reveal the Israeli mask because it dropped the theory of the South Lebanon Army,Distant_Evaluation,additional_supportive_contents
"So let him only respond to the restoration of the land by acts of resistance, after it has now refused to implement any international resolutions",Cause_General,context_informing_contents
"On the other hand, the Al-Baath newspaper, the mouthpiece of the ruling party in Syria, wrote that what is important now is the final elimination of the Arafat movements and their foundations Lebanon and the restoration of cohesion and the alliance of the Palestinian national resistance and the Lebanese national forces",Cause_Specific,context_informing_contents
"And demanded to stop the acts of abuse, arrest and the illegalization of the camps, guarantee the return of the displaced, release detainees, and pursue investigations regarding those accused of liquidation and assassination, affecting Lebanese and Palestinians, the outbreak of strife in September and the setting up of the relationship in the camps",Cause_General,context_informing_contents
"Lebanon has made and is making an effort to separate its cause, the Palestinian cause, and the Middle East issue, and President al-Assad himself affirmed the separation in a statement and called for action to that end.",Cause_General,context_informing_contents
"Third, supporting and escalating the southern resistance and mobilizing energies as a framework for joint operations",Cause_Specific,context_informing_contents
"Golding informed the Lebanese authorities that Israel wants security arrangements and guarantees to protect its northern borders, Tal Sahbah and abandons the ""security belt"" because it fears that acts of resistance against it will continue after its withdrawal.",Main,main_contents
We are convinced that it is the duty to liberate the occupied Arab lands,Cause_General,context_informing_contents
As long as Israel occupies the land of the south and the occupied land continues to mean year by year until today,Distant_Historical,additional_supportive_contents
This is what we find so far,Cause_Specific,context_informing_contents
"The launch of a statement, and about half past three in the afternoon, the leadership of the Popular Front for the Liberation of Palestine brought the Sidon military region, the Lebanese army, an assistant, a first sergeant, a corporal, and a soldier to the headquarters of the Nasserite Popular Organization",Main,main_contents
"It was noted that the Israeli gunboats, on the anniversary of Tire Al-Nahar, had a speech party in Al-Basd camp, which was attended by the audience of the camp’s residents.",Main,main_contents
"The Secretary-General of the League of Arab States urges them to immediately intervene, to stop the important fighting now",Cause_Specific,context_informing_contents
"The possibility of a renewed camp war Observers fear that the approaching renewal date for the international force may renew in the south, whether through attacks by the international force or through attacks carried out by the national or Islamic resistance against Israel",Distant_Expectations_Consequences,additional_supportive_contents
"Damascus, Colonel Muhammad Saeed Musa Abu Musa, one of the leaders of the Intifada movement, warned yesterday that the measures will be exposed to the Palestinians in southern Lebanon. and his clients",Cause_Specific,context_informing_contents
"Finally, Yasser Arafat stated his intention to escalate the guerrilla operations inside the occupied land in southern Lebanon",Main,main_contents
"The organization distributed statements and clippings that included the party's principles and positions on the Palestinian and Lebanese cause, and noted when the National Resistance Front lights up.",Main,main_contents
"The revolution attacks the arms of President Hosni Mubarak to King Hussein, President Saddam Hussein, and puts its hand in the hand of the Zionists, and dreams of an agreement, the Simeon government in Breez",Cause_General,context_informing_contents
"On the other hand, the south will now turn towards the comprehensive resistance, with all its frameworks, a card that will provide the Lebanese Muslims as a bargaining chip, the international and regional conflict, the settlement of the Palestinian issue in the interest of the Israelis",Distant_Expectations_Consequences,additional_supportive_contents
"It came in implementation of an agreement concluded by the American envoy Richard Murphy and the right of the parties to protect the borders and security of Israel, liquidate the valiant resistance in the south and the Bekaa, end the Palestinian presence in Lebanon and strike the Liberation Organization",Cause_Specific,context_informing_contents
"The organization said in a statement issued yesterday, the time is reflected daily in the most beautiful pictures, the heroism of the fighters of the Lebanese National Resistance Front, the land of the south.",Cause_General,context_informing_contents
It constantly affirms that the resistance has dropped the May Agreement and imposed the Israeli withdrawal on a large part of the Lebanese territories,Cause_Specific,context_informing_contents
"The Lebanese and regional situation interacted, expanding its circle, exposing its danger, and leaving its negative effects, the comprehensive resistance against Israel, Lebanon on the one hand.",Distant_Evaluation,additional_supportive_contents
"He said that the committee also discussed US statements regarding the possibility of holding talks by a Jordanian-Palestinian delegation, the organization's budget, and support for the Palestinian resistance in the West Bank and Gaza Strip, Abu Dhabi.",Cause_General,context_informing_contents
"Salute to the heroes of the Lebanese National Resistance Front, to all the resistance fighters to the masses of our people who are steadfast in the face of the brutal Israeli attacks in our oppressed south and cities",Cause_Specific,context_informing_contents
"He said that the revolution offered a place of residence for Lebanon, a patriotic, Arab, democratic one that should be honored and strengthened so that some would distort the position of the Palestinian gun.",Distant_Expectations_Consequences,additional_supportive_contents
